batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,B_batch_conf,['OL'],['NH'],"['NH', 'NO']",['0'],['100'],"['0', '100']"
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.HS_batch_conf,['NH'],['NH'],['NH'],['80'],['80'],['100']
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.OL_batch_conf,['NO'],['NO'],[],['0'],['100'],[]
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['40', '60']","['50', '0']","['90', '80']"
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,B_batch_conf,['NH'],"['NH', 'OL']",['NH'],['70'],"['0', '0']",['0']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.HS_batch_conf,['NH'],['NH'],['NH'],['40'],['70'],['70']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.OL_batch_conf,['OL'],['OL'],['OL'],['60'],['70'],['80']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,A_batch_conf,[],['NH'],"['OL', 'HS']",[],['40'],"['100', '100']"
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,B_batch_conf,['OL'],"['HS', 'OL']",['OL'],['0'],"['100', '80']",['0']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.HS_batch_conf,['HS'],['HS'],['HS'],['40'],['100'],['95']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.OL_batch_conf,[],[],['NO'],[],[],['0']
114,3,25,@###### shut up you stupid bitch,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '10']","['100', '0']","['100', '60']"
114,3,25,@###### shut up you stupid bitch,B_batch_conf,['OL'],"['OL', 'OL']",['NH'],['60'],"['60', '60']",['20']
114,3,25,@###### shut up you stupid bitch,C.HS_batch_conf,['HS'],['HS'],['HS'],['80'],['80'],['70']
114,3,25,@###### shut up you stupid bitch,C.OL_batch_conf,['OL'],['OL'],['OL'],['100'],['100'],['90']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,A_batch_conf,"['OL', 'HS']","['HS', 'OL']","['OL', 'HS']","['80', '50']","['100', '90']","['20', '80']"
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,B_batch_conf,"['HS', 'OL']","['HS', 'OL']",['NH'],"['90', '80']","['80', '90']",['70']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.HS_batch_conf,['HS'],['HS'],['HS'],['95'],['98'],['95']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.OL_batch_conf,['OL'],['OL'],['OL'],['80'],['70'],['85']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",A_batch_conf,"['OL', 'NH']","['NO', 'NH']","['OL', 'NH']","['20', '0']","['80', '40']","['20', '5']"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",B_batch_conf,"['NH', 'OL']",['NH'],['NH'],"['40', '20']",['10'],['20']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.HS_batch_conf,['NH'],['NH'],['NH'],['10'],['70'],['0']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.OL_batch_conf,['OL'],['NO'],['NO'],['20'],['100'],['100']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,A_batch_conf,"['HS', 'OL']","['OL', 'HS', 'Explanation', 'The', 'tweet', 'contains', 'offensive', 'language', 'but', 'it', 's', 'likely', 'referring', 'to', 'women', 'in', 'a', 'derogatory', 'manner', 'However', 'it', 'doesn', 't', 'seem', 'to', 'express', 'hatred', 'towards', 'a', 'targeted', 'group', 'Hence', 'we', 'have', 'a', 'higher', 'confidence', 'in', 'NO', 'for', 'HS', 'than', 'OL', 'The', 'tweet', 'contains', 'offensive', 'language', 'as', 'it', 'uses', 'a', 'derogatory', 'term', 'towards', 'blondes', 'The', 'second', 'half', 'of', 'the', 'tweet', 'is', 'a', 'compliment', 'but', 'the', 'first', 'half', 'is', 'a', 'clear', 'insult', 'The', 'tone', 'of', 'the', 'tweet', 'is', 'playful', 'but', 'it', 'still', 'expresses', 'derogatory', 'language', 'Hence', 'we', 'have', 'high', 'confidence', 'in', 'OL', 'and', 'a', 'low', 'confidence', 'in', 'HS', 'The', 'tweet', 'contains', 'both', 'offensive', 'language', 'and', 'hate', 'speech', 'It', 'uses', 'a', 'derogatory', 'term', 'towards', 'a', 'female', 'and', 'makes', 'a', 'statement', 'about', 'beating', 'her', 'up', 'which', 'expresses', 'hatred', 'towards', 'a', 'targeted', 'group', 'Hence', 'we', 'have', 'a', 'high', 'confidence', 'in', 'OL', 'and', 'HS', 'The', 'tweet', 'contains', 'hate', 'speech', 'as', 'it', 'uses', 'a', 'derogatory', 'term', 'and', 'expresses', 'hatred', 'towards', 'a', 'targeted', 'group', 'The', 'tweet', 'also', 'uses', 'a', 'derogatory', 'term', 'which', 'indicates', 'offensive', 'language', 'Hence', 'we', 'have', 'a', 'high', 'confidence', 'in', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'contains', 'both', 'offensive', 'language', 'and', 'hate', 'speech', 'It', 'uses', 'a', 'derogatory', 'term', 'towards', 'a', 'white', 'person', 'and', 'expresses', 'hatred', 'towards', 'a', 'targeted', 'group', 'Hence', 'we', 'have', 'a', 'high', 'confidence', 'in', 'OL', 'and', 'HS', 'The', 'tweet', 'contains', 'hate', 'speech', 'as', 'it', 'expresses', 'hatred', 'towards', 'a', 'targeted', 'group', 'the', 'Islamic', 'State', 'and', 'uses', 'a', 'derogatory', 'term', 'The', 'tone', 'of', 'the', 'tweet', 'seems', 'to', 'be', 'angry', 'and', 'serious', 'which', 'reinforces', 'the', 'confidence', 'in', 'HS', 'The', 'term', 'cunts', 'could', 'be', 'considered', 'a', 'more', 'derogatory', 'term', 'which', 'might', 'contribute', 'to', 'the', 'high', 'confidence', 'in', 'OL']",['HS'],"['90', '100']","['20', '100', '1', '2', '3', '4', '5', '6']",['20']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,B_batch_conf,['OL'],['OL'],"['NH', 'HS']",['80'],['80'],"['40', '70']"
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.HS_batch_conf,['NH'],['NH'],['NH'],['20'],['60'],['0']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.OL_batch_conf,['OL'],['NO'],['OL'],['60'],['0'],['90']
51,3,29,@###### lol bitch yo display name,A_batch_conf,"['NO', 'NH']",[],['OL'],"['80', '20']",[],['100']
51,3,29,@###### lol bitch yo display name,B_batch_conf,"['NO', 'OL']",['NH'],['HS'],"['30', '30']",['20'],['90']
51,3,29,@###### lol bitch yo display name,C.HS_batch_conf,['NH'],[],[],['50'],[],[]
51,3,29,@###### lol bitch yo display name,C.OL_batch_conf,['OL'],['OL'],[],['80'],['80'],[]
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,A_batch_conf,"['OL', 'HS']","['NO', 'NO']","['NO', 'NH']","['60', '60']","['30', '40']","['70', '0']"
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,B_batch_conf,['OL'],['OL'],['OL'],['60'],['80'],['20']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.HS_batch_conf,['HS'],['NH'],['NH'],['98'],['70'],['70']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.OL_batch_conf,['NO'],['OL'],['OL'],['0'],['95'],['100']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,A_batch_conf,['OL'],"['OL', 'NH']","['OL', 'NH']",['60'],"['100', '30']","['100', '0']"
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,B_batch_conf,"['NH', 'OL']",['NH'],['NH'],"['0', '50']",['20'],['50']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.HS_batch_conf,['NH'],['NH'],['HS'],['70'],['70'],['40']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.OL_batch_conf,['OL'],['OL'],['NO'],['80'],['90'],['70']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,A_batch_conf,"['OL', 'NH']","['OL', 'HS']","['OL', 'HS']","['80', '80']","['90', '100']","['80', '60']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,B_batch_conf,['NO'],['OL'],"['NH', 'OL']",['0'],['90'],"['30', '80']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.HS_batch_conf,['HS'],['HS'],['NH'],['70'],['95'],['30']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.OL_batch_conf,['OL'],['NO'],['OL'],['85'],['50'],['80']
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '80']","['90', '90']","['100', '80']"
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,B_batch_conf,['OL'],['OL'],['OL'],['20'],['30'],['30']
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,C.HS_batch_conf,['HS'],['NH'],['NH'],['90'],['55'],['20']
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,C.OL_batch_conf,['OL'],['OL'],[],['70'],['30'],[]
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,A_batch_conf,"['OL', 'HS']","['HS', 'OL']",[],"['0', '90']","['80', '50']",[]
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,B_batch_conf,['NH'],['NH'],['NH'],['20'],['20'],['90']
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,C.HS_batch_conf,['NH'],['NH'],['NH'],['10'],['50'],['80']
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,C.OL_batch_conf,['OL'],['NO'],['OL'],['90'],['0'],['85']
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,A_batch_conf,"['OL', 'HS']","['HS', 'OL']","['OL', 'HS']","['90', '90']","['90', '80']","['90', '60']"
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,B_batch_conf,"['HS', 'OL']","['HS', 'OL']",['NH'],"['80', '90']","['100', '100']",['20']
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,C.HS_batch_conf,['HS'],['NH'],['HS'],['100'],['70'],['95']
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,C.OL_batch_conf,['OL'],['OL'],['OL'],['100'],['95'],['100']
41,3,36,RT @###### @###### you're a fucking queer,A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'NH']","['0', '0']","['100', '90']","['20', '50']"
41,3,36,RT @###### @###### you're a fucking queer,B_batch_conf,"['HS', 'OL']",['NO'],"['HS', 'OL']","['60', '20']",['90'],"['80', '80']"
41,3,36,RT @###### @###### you're a fucking queer,C.HS_batch_conf,['HS'],['HS'],['HS'],['100'],['80'],['80']
41,3,36,RT @###### @###### you're a fucking queer,C.OL_batch_conf,['OL'],['OL'],['OL'],['90'],['100'],['90']
450,6,37,RT @###### I love me some down ass bitches.,A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['70', '80']","['100', '100']","['90', '100']"
450,6,37,RT @###### I love me some down ass bitches.,B_batch_conf,"['HS', 'OL']",['OL'],"['HS', 'OL']","['85', '70']",['60'],"['80', '90']"
450,6,37,RT @###### I love me some down ass bitches.,C.HS_batch_conf,['HS'],['NH'],[],['100'],['0'],[]
450,6,37,RT @###### I love me some down ass bitches.,C.OL_batch_conf,[],['OL'],['OL'],[],['100'],['100']
