batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
204,4,4,RT @###### Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,A_conf,"OL100, NH80","OL90, NH40","OL95, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '80']","['90', '40']","['95', '20']"
204,4,4,RT @###### Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,B_conf,"NH10, OL90","NH0, OL100","NH30, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['10', '90']","['0', '100']","['30', '70']"
204,4,4,RT @###### Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,C.HS_conf,NH95,NH65,NH70,['NH'],['NH'],['NH'],['95'],['65'],['70']
204,4,4,RT @###### Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,C.OL_conf,OL100,OL100,OL99,['OL'],['OL'],['OL'],['100'],['100'],['99']
482,2,5,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,A_conf,"OL100, HS100","OL100, NH50","OL90, NH60","['OL', 'HS']","['OL', 'NH']","['OL', 'NH']","['100', '100']","['100', '50']","['90', '60']"
482,2,5,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,B_conf,"NH40, OL60","NH30, OL90","NH60, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['40', '60']","['30', '90']","['60', '100']"
482,2,5,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,C.HS_conf,NH60,NH80,NH55,['NH'],['NH'],['NH'],['60'],['80'],['55']
482,2,5,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
187,4,6,@###### @###### fight me you fucking obese niglet,A_conf,"OL100, HS100","OL100, HS100","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '100']","['100', '100']"
187,4,6,@###### @###### fight me you fucking obese niglet,B_conf,"HS100, OL100","HS100, OL100","NH20, OL100","['HS', 'OL']","['HS', 'OL']","['NH', 'OL']","['100', '100']","['100', '100']","['20', '100']"
187,4,6,@###### @###### fight me you fucking obese niglet,C.HS_conf,HS98,HS90,HS95,['HS'],['HS'],['HS'],['98'],['90'],['95']
187,4,6,@###### @###### fight me you fucking obese niglet,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,A_conf,"OL80, NH90","OL95, NH80","OL80, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '90']","['95', '80']","['80', '90']"
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,B_conf,"NH60, OL100","NH90, OL80","NH60, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['60', '100']","['90', '80']","['60', '90']"
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,C.HS_conf,NH92,NH60,NH85,['NH'],['NH'],['NH'],['92'],['60'],['85']
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,C.OL_conf,OL95,OL100,OL100,['OL'],['OL'],['OL'],['95'],['100'],['100']
29,6,8,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .,A_conf,"OL80, NH60","OL90, NH20","OL90, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '60']","['90', '20']","['90', '20']"
29,6,8,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .,B_conf,"NH30, OL70","NH25, OL75","NH85, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['30', '70']","['25', '75']","['85', '70']"
29,6,8,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .,C.HS_conf,NH60,NH60,NH55,['NH'],['NH'],['NH'],['60'],['60'],['55']
29,6,8,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .,C.OL_conf,OL100,OL99,OL100,['OL'],['OL'],['OL'],['100'],['99'],['100']
423,3,9,@###### @###### trash,A_conf,"OL100, NH40","OL20, NH80","NO0, NH0","['OL', 'NH']","['OL', 'NH']","['NO', 'NH']","['100', '40']","['20', '80']","['0', '0']"
423,3,9,@###### @###### trash,B_conf,"NH80, OL100","NH95, OL85","NH0, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '100']","['95', '85']","['0', '100']"
423,3,9,@###### @###### trash,C.HS_conf,NH90,NH75,NH60,['NH'],['NH'],['NH'],['90'],['75'],['60']
423,3,9,@###### @###### trash,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
381,4,10,@###### I hate that nigger.,A_conf,"OL100, HS100","OL100, HS100","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '100']","['100', '100']"
381,4,10,@###### I hate that nigger.,B_conf,"HS100, OL100","HS100, OL100","HS100, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['100', '100']","['100', '100']","['100', '100']"
381,4,10,@###### I hate that nigger.,C.HS_conf,HS100,HS80,NH40,['HS'],['HS'],['NH'],['100'],['80'],['40']
381,4,10,@###### I hate that nigger.,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
497,5,11,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,A_conf,"OL0, NH100","OL60, NH90","OL30, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['0', '100']","['60', '90']","['30', '90']"
497,5,11,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,B_conf,"NH80, OL20","NH95, NO95","NH100, NO100","['NH', 'OL']","['NH', 'NO']","['NH', 'NO']","['80', '20']","['95', '95']","['100', '100']"
497,5,11,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,C.HS_conf,NH100,NH100,NH95,['NH'],['NH'],['NH'],['100'],['100'],['95']
497,5,11,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,C.OL_conf,OL0,NO0,NO0,['OL'],['NO'],['NO'],['0'],['0'],['0']
360,2,12,"RT @###### Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",A_conf,"OL90, HS70","OL95, NH30","OL95, HS90","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['90', '70']","['95', '30']","['95', '90']"
360,2,12,"RT @###### Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",B_conf,"HS95, OL80","NH20, OL95","HS80, OL100","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['95', '80']","['20', '95']","['80', '100']"
360,2,12,"RT @###### Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",C.HS_conf,NH75,HS60,NH60,['NH'],['HS'],['NH'],['75'],['60'],['60']
360,2,12,"RT @###### Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",C.OL_conf,OL99,OL100,OL85,['OL'],['OL'],['OL'],['99'],['100'],['85']
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,A_conf,"OL100, NH100","OL80, NH100","OL80, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '100']","['80', '100']","['80', '90']"
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,B_conf,"NH100, NO95","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '95']","['100', '100']","['100', '100']"
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,C.HS_conf,NH90,NH95,LM90,['NH'],['NH'],['LM'],['90'],['95'],['90']
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,C.OL_conf,OL0,OL100,NO95,['OL'],['OL'],['NO'],['0'],['100'],['95']
382,6,14,@###### dude was a bitch nigga and took off running,A_conf,"OL80, HS20","OL100, HS80","OL95, HS40","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['80', '20']","['100', '80']","['95', '40']"
382,6,14,@###### dude was a bitch nigga and took off running,B_conf,"NH0, OL95","NH20, OL80","NH20, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['0', '95']","['20', '80']","['20', '80']"
382,6,14,@###### dude was a bitch nigga and took off running,C.HS_conf,HS75,NH83,NH90,['HS'],['NH'],['NH'],['75'],['83'],['90']
382,6,14,@###### dude was a bitch nigga and took off running,C.OL_conf,OL85,OL99,OL99,['OL'],['OL'],['OL'],['85'],['99'],['99']
99,1,15,@###### brooooo I miss you bitch,A_conf,"OL90, NH20","OL90, NH60","OL80, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '20']","['90', '60']","['80', '20']"
99,1,15,@###### brooooo I miss you bitch,B_conf,"NH80, OL95","NH90, OL95","NH50, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '95']","['90', '95']","['50', '90']"
99,1,15,@###### brooooo I miss you bitch,C.HS_conf,NH60,NH70,NH68,['NH'],['NH'],['NH'],['60'],['70'],['68']
99,1,15,@###### brooooo I miss you bitch,C.OL_conf,OL95,OL85,OL100,['OL'],['OL'],['OL'],['95'],['85'],['100']
349,2,16,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,A_conf,"NO0, NH100","NO0, NH0","NO100, NH100","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['0', '100']","['0', '0']","['100', '100']"
349,2,16,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,B_conf,"NH100, OL0","NH100, NO100","NH100, NO100","['NH', 'OL']","['NH', 'NO']","['NH', 'NO']","['100', '0']","['100', '100']","['100', '100']"
349,2,16,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
349,2,16,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,C.OL_conf,OL0,NO100,NO99,['OL'],['NO'],['NO'],['0'],['100'],['99']
451,3,17,"RT @###### Well, Maryland is just a bunch of hateful rednecks, anyway.",A_conf,"OL80, HS100","OL80, NH90","OL80, HS20","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['80', '100']","['80', '90']","['80', '20']"
451,3,17,"RT @###### Well, Maryland is just a bunch of hateful rednecks, anyway.",B_conf,"HS100, OL100","NH80, OL100","NH85, OL70","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['100', '100']","['80', '100']","['85', '70']"
451,3,17,"RT @###### Well, Maryland is just a bunch of hateful rednecks, anyway.",C.HS_conf,NH96,NH50,NH100,['NH'],['NH'],['NH'],['96'],['50'],['100']
451,3,17,"RT @###### Well, Maryland is just a bunch of hateful rednecks, anyway.",C.OL_conf,OL100,NO100,OL100,['OL'],['NO'],['OL'],['100'],['100'],['100']
244,1,18,@###### @###### haha you playin nigga I fuck bitches make money and smoke that straight og kush,A_conf,"OL100, HS100","OL100, HS90","OL100, HS80","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '90']","['100', '80']"
244,1,18,@###### @###### haha you playin nigga I fuck bitches make money and smoke that straight og kush,B_conf,"NH0, OL100","HS100, OL100","NH0, OL100","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['0', '100']","['100', '100']","['0', '100']"
244,1,18,@###### @###### haha you playin nigga I fuck bitches make money and smoke that straight og kush,C.HS_conf,HS90,"HS100 

Explanation:
The tweet contains derogatory language targeting a racial group (""nigga""), and also makes degrading references to promiscuity and objectification of women (""fuck bitches""). These elements indicate hate speech. Confidence is high because the language used is overtly discriminatory and derogatory.",HS60,['HS'],"['HS', 'Explanation', 'The', 'tweet', 'contains', 'derogatory', 'language', 'targeting', 'a', 'racial', 'group', 'nigga', 'and', 'also', 'makes', 'degrading', 'references', 'to', 'promiscuity', 'and', 'objectification', 'of', 'women', 'fuck', 'bitches', 'These', 'elements', 'indicate', 'hate', 'speech', 'Confidence', 'is', 'high', 'because', 'the', 'language', 'used', 'is', 'overtly', 'discriminatory', 'and', 'derogatory']",['HS'],['90'],['100'],['60']
244,1,18,@###### @###### haha you playin nigga I fuck bitches make money and smoke that straight og kush,C.OL_conf,OL95,OL100,OL100,['OL'],['OL'],['OL'],['95'],['100'],['100']
270,1,19,@###### whats your youtube channel then faggot,A_conf,"OL100, HS90","OL100, NH60","OL100, HS80","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['100', '90']","['100', '60']","['100', '80']"
270,1,19,@###### whats your youtube channel then faggot,B_conf,"NH0, OL100","NH10, OL90","NH0, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['0', '100']","['10', '90']","['0', '100']"
270,1,19,@###### whats your youtube channel then faggot,C.HS_conf,HS80,NH80,HS60,['HS'],['NH'],['HS'],['80'],['80'],['60']
270,1,19,@###### whats your youtube channel then faggot,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,A_conf,"NH95, NO95","OL80, NH95","OL20, NH90","['NH', 'NO']","['OL', 'NH']","['OL', 'NH']","['95', '95']","['80', '95']","['20', '90']"
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,B_conf,"NH100, NO100","NH100, NO100","NH99, NO99","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['99', '99']"
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,C.HS_conf,NH95,NH100,NH95,['NH'],['NH'],['NH'],['95'],['100'],['95']
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,C.OL_conf,NO100,OL0,OL0,['NO'],['OL'],['OL'],['100'],['0'],['0']
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",A_conf,"OL100, NH0","OL80, NH60","OL90, NH60","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '0']","['80', '60']","['90', '60']"
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",B_conf,"NH30, OL70","NH80, OL95","NH80, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['30', '70']","['80', '95']","['80', '95']"
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",C.HS_conf,NH75,NH30,NH85,['NH'],['NH'],['NH'],['75'],['30'],['85']
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",C.OL_conf,OL95,OL96,OL99,['OL'],['OL'],['OL'],['95'],['96'],['99']
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,A_conf,"NH100, NO100","NO0, NH0","NH100, NO100","['NH', 'NO']","['NO', 'NH']","['NH', 'NO']","['100', '100']","['0', '0']","['100', '100']"
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.OL_conf,NO100,NO0,OL0,['NO'],['NO'],['OL'],['100'],['0'],['0']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,A_conf,"OL100, HS60","OL80, NH60","OL80, HS40","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['100', '60']","['80', '60']","['80', '40']"
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,B_conf,"NH20, OL80","HS80, OL80","NH0, OL100","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['20', '80']","['80', '80']","['0', '100']"
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.HS_conf,HS90,NH60,HS90,['HS'],['NH'],['HS'],['90'],['60'],['90']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.OL_conf,OL100,OL95,OL90,['OL'],['OL'],['OL'],['100'],['95'],['90']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,A_conf,"OL80, NH20","OL70, HS100","OL80, HS20","['OL', 'NH']","['OL', 'HS']","['OL', 'HS']","['80', '20']","['70', '100']","['80', '20']"
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,B_conf,"NH20, OL80","NH0, OL100","NH30, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['20', '80']","['0', '100']","['30', '80']"
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.HS_conf,NH20,HS75,NH92,['NH'],['HS'],['NH'],['20'],['75'],['92']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.OL_conf,OL50,OL70,OL60,['OL'],['OL'],['OL'],['50'],['70'],['60']
114,3,25,@###### shut up you stupid bitch,A_conf,"OL100, NH40","OL100, HS80","OL100, NH40","['OL', 'NH']","['OL', 'HS']","['OL', 'NH']","['100', '40']","['100', '80']","['100', '40']"
114,3,25,@###### shut up you stupid bitch,B_conf,"HS100, OL100","HS80, OL100","NH50, OL95","['HS', 'OL']","['HS', 'OL']","['NH', 'OL']","['100', '100']","['80', '100']","['50', '95']"
114,3,25,@###### shut up you stupid bitch,C.HS_conf,HS90,NH60,NH70,['HS'],['NH'],['NH'],['90'],['60'],['70']
114,3,25,@###### shut up you stupid bitch,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,A_conf,"OL90, HS95","OL100, HS100","OL80, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '95']","['100', '100']","['80', '100']"
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,B_conf,"NH0, OL100","NH0, OL90","NH10, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['0', '100']","['0', '90']","['10', '90']"
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.HS_conf,NH67,NH90,HS85,['NH'],['NH'],['HS'],['67'],['90'],['85']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.OL_conf,OL95,OL98,OL95,['OL'],['OL'],['OL'],['95'],['98'],['95']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",A_conf,"OL70, NH90","OL0, NH100","OL0, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['70', '90']","['0', '100']","['0', '95']"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.HS_conf,NH92,NH100,NH90,['NH'],['NH'],['NH'],['92'],['100'],['90']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.OL_conf,NO80,OL90,OL 80,['NO'],['OL'],['OL'],['80'],['90'],['80']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,A_conf,"OL100, NH90","OL90, HS100","OL100, NH80","['OL', 'NH']","['OL', 'HS']","['OL', 'NH']","['100', '90']","['90', '100']","['100', '80']"
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,B_conf,"NH30, OL70","HS100, OL100","HS100, OL100","['NH', 'OL']","['HS', 'OL']","['HS', 'OL']","['30', '70']","['100', '100']","['100', '100']"
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.HS_conf,NH80,HS80,HS50,['NH'],['HS'],['HS'],['80'],['80'],['50']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.OL_conf,OL100,OL100,OL95,['OL'],['OL'],['OL'],['100'],['100'],['95']
51,3,29,@###### lol bitch yo display name,A_conf,"OL80, NH40","NO80, NH20","OL90, NH60","['OL', 'NH']","['NO', 'NH']","['OL', 'NH']","['80', '40']","['80', '20']","['90', '60']"
51,3,29,@###### lol bitch yo display name,B_conf,"OL80, NH50","NH50, OL60","NH20, OL80","['OL', 'NH']","['NH', 'OL']","['NH', 'OL']","['80', '50']","['50', '60']","['20', '80']"
51,3,29,@###### lol bitch yo display name,C.HS_conf,NH40,NL80,NH50,['NH'],['NL'],['NH'],['40'],['80'],['50']
51,3,29,@###### lol bitch yo display name,C.OL_conf,OL75,OL80,OL100,['OL'],['OL'],['OL'],['75'],['80'],['100']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,A_conf,"OL20, NH90","OL60, NH40","OL60, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['20', '90']","['60', '40']","['60', '80']"
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,B_conf,"NH95, OL30","NH95, OL5","NH95, OL5","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '30']","['95', '5']","['95', '5']"
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.HS_conf,NH85,NH67,NH75,['NH'],['NH'],['NH'],['85'],['67'],['75']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.OL_conf,OL80,OL65,OL75,['OL'],['OL'],['OL'],['80'],['65'],['75']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,A_conf,"OL70, NH90","OL80, NH40","OL60, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['70', '90']","['80', '40']","['60', '90']"
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,B_conf,"NH80, OL100","NH20, OL80","NH90, OL60","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '100']","['20', '80']","['90', '60']"
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.HS_conf,NH30,NH95,NH90,['NH'],['NH'],['NH'],['30'],['95'],['90']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.OL_conf,OL100,OL100,OL60,['OL'],['OL'],['OL'],['100'],['100'],['60']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,A_conf,"OL90, NH20","OL100, NH80","OL80, NH100","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '20']","['100', '80']","['80', '100']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,B_conf,"HS60, OL100","NH90, OL80","NH80, OL100","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['60', '100']","['90', '80']","['80', '100']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.HS_conf,NH65,HS67,NH88,['NH'],['HS'],['NH'],['65'],['67'],['88']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.OL_conf,OL95,OL99,OL97,['OL'],['OL'],['OL'],['95'],['99'],['97']
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,A_conf,"OL99, HS70","OL95, NH20","OL95, HS90","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['99', '70']","['95', '20']","['95', '90']"
