batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_label,R2_label,R3_label
270,1,19,@###### whats your youtube channel then faggot,C.OL_batch,['OL'],['NO'],['OL']
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,A_batch,"['NO', 'NH']",[],"['NO', 'NH']"
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,B_batch,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']"
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,C.HS_batch,['NH'],['NH'],['NH']
372,6,20,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,C.OL_batch,['NO'],['NO'],['NO']
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",A_batch,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']"
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",B_batch,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']"
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",C.HS_batch,['NH'],['NH'],['NH']
499,4,21,"You ever randomly woke up and ya bitch standing over you, just staring.",C.OL_batch,['OL'],['NO'],['OL']
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,A_batch,"['NH', 'NH']","['NO', 'NH']","['NO', 'NH']"
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,B_batch,"['NO', 'NO']","['NH', 'NO']","['NO', 'NO']"
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.HS_batch,['NH'],['NH'],['NH']
69,6,22,RT @###### First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @###### &amp; @######,C.OL_batch,['NO'],['NO'],['NO']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,A_batch,"['OL', 'HS']","['OL', 'NH']","['OL', 'NH']"
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,B_batch,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']"
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.HS_batch,['NH'],['HS'],['NH']
357,1,23,yea so about @###### 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,C.OL_batch,['OL'],['OL'],['OL']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,A_batch,"['OL', 'HS']","['OL', 'HS']","['NO', 'NH']"
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,B_batch,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']"
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.HS_batch,['HS'],['HS'],['HS']
178,2,24,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,C.OL_batch,['OL'],['OL'],['OL']
114,3,25,@###### shut up you stupid bitch,A_batch,"['OL', 'HS']","['OL', 'NH']","['OL', 'HS']"
114,3,25,@###### shut up you stupid bitch,B_batch,"['HS', 'OL']","['OL', 'NO']","['HS', 'OL']"
114,3,25,@###### shut up you stupid bitch,C.HS_batch,['HS'],['HS'],['HS']
114,3,25,@###### shut up you stupid bitch,C.OL_batch,['OL'],['OL'],['OL']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,A_batch,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']"
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,B_batch,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']"
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.HS_batch,['HS'],['HS'],['HS']
22,4,26,@###### I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,C.OL_batch,['OL'],['OL'],['OL']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",A_batch,"['NH', 'NH']","['NO', 'NH']","['NH', 'NH']"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",B_batch,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.HS_batch,['NH'],['NH'],['NH']
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.OL_batch,['NO'],['NO'],['NO']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,A_batch,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']"
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,B_batch,['OL'],"['NH', 'OL']","['NH', 'OL']"
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.HS_batch,['HS'],['HS'],['NH']
143,6,28,RT @###### Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,C.OL_batch,['OL'],['OL'],['OL']
51,3,29,@###### lol bitch yo display name,A_batch,"['OL', 'NH']","['OL', 'NH']","['NO', 'NH']"
51,3,29,@###### lol bitch yo display name,B_batch,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']"
51,3,29,@###### lol bitch yo display name,C.HS_batch,['NH'],['NH'],['NH']
51,3,29,@###### lol bitch yo display name,C.OL_batch,['OL'],['OL'],['OL']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,A_batch,"['NO', 'NH']","['NO', 'NH']","['NH', 'NH']"
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,B_batch,"['NH', 'OL']","['NO', 'NO']","['NO', 'OL']"
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.HS_batch,['NH'],['NH'],['NH']
283,4,30,They took it there bro you know I'm civil. RT @###### @###### wait a minute! Lol. Don't get ghetto V!,C.OL_batch,['NO'],['OL'],['OL']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,A_batch,"['OL', 'NH']","['OL', 'HS']","['OL', 'HS']"
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,B_batch,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']"
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.HS_batch,['NH'],['HS'],['HS']
331,3,31,I need to chat with @###### . Where dat nicca at? Lol,C.OL_batch,['OL'],['NO'],['OL']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,A_batch,"['OL', 'HS']","['OL', 'HS']","['OL', 'NH']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,B_batch,"['HS', 'OL']","['OL', 'NH']","['OL', 'NH']"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.HS_batch,['HS'],['HS'],['NH']
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.OL_batch,['OL'],['OL'],['OL']
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,A_batch,"['OL', 'HS']","['Explanation', 'The', 'tweet', 'contains', 'the', 'terms', 'bitch', 'niqqa', 'which', 'are', 'derogatory', 'and', 'humiliating', 'to', 'targeted', 'groups', 'This', 'makes', 'it', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'mentions', 'a', 'neutral', 'event', 'with', 'no', 'intent', 'to', 'express', 'hatred', 'or', 'derogatory', 'content', 'It', 's', 'neither', 'OL', 'nor', 'HS', 'The', 'tweet', 'mentions', 'a', 'derogatory', 'term', 'but', 'it', 's', 'in', 'the', 'context', 'of', 'someone', 'not', 'being', 'able', 'to', 'address', 'the', 'writer', 'by', 'their', 'name', 'which', 'doesn', 't', 'fit', 'the', 'hate', 'speech', 'definition', 'It', 's', 'OL', 'The', 'tweet', 'contains', 'a', 'derogatory', 'term', 'but', 'it', 's', 'in', 'a', 'different', 'context', 'and', 'the', 'tweeter', 'is', 'making', 'a', 'criticism', 'of', 'the', 'person', 's', 'performance', 'not', 'targeting', 'the', 'group', 'as', 'a', 'whole', 'It', 's', 'OL', 'The', 'tweet', 'is', 'both', 'derogatory', 'and', 'humiliates', 'the', 'targeted', 'group', 'This', 'makes', 'it', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'mentions', 'a', 'derogatory', 'term', 'and', 'although', 'it', 's', 'written', 'in', 'an', 'informal', 'style', 'the', 'term', 'itself', 'is', 'derogatory', 'This', 'makes', 'it', 'OL']","['OL', 'HS']"
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,B_batch,"['NH', 'OL']","['HS', 'OL']",[]
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,C.HS_batch,['HS'],['HS'],[]
316,6,33,@###### #Sequester Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!,C.OL_batch,[],[],['OL']
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,A_batch,"['HS', 'NH']","['NO', 'HS']","['NH', 'NH']"
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,B_batch,"['HS', 'NO']","['NH', 'OL']","['NH', 'OL']"
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,C.HS_batch,['NH'],['HS'],['HS']
494,3,34,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,C.OL_batch,['OL'],['HOL'],['OL']
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,A_batch,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']"
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,B_batch,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']"
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,C.HS_batch,['HS'],['HS'],['HS']
356,3,35,@###### @###### @###### @###### Ahmed and retard mikey for special Olympic boxing,C.OL_batch,['OL'],['OL'],['OL']
41,3,36,RT @###### @###### you're a fucking queer,A_batch,"['OL', 'HS']","['NH', 'NH']","['HS', 'NH']"
41,3,36,RT @###### @###### you're a fucking queer,B_batch,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']"
41,3,36,RT @###### @###### you're a fucking queer,C.HS_batch,['HS'],['HS'],['HS']
41,3,36,RT @###### @###### you're a fucking queer,C.OL_batch,['OL'],['OL'],['OL']
450,6,37,RT @###### I love me some down ass bitches.,A_batch,[],"['Explanation', 'This', 'tweet', 'uses', 'derogatory', 'language', 'towards', 'women', 'but', 'doesn', 't', 'meet', 'the', 'criteria', 'for', 'hate', 'speech', 'It', 'contains', 'Offensive', 'Language', 'This', 'tweet', 'uses', 'derogatory', 'language', 'towards', 'a', 'person', 'but', 'it', 's', 'not', 'intended', 'to', 'express', 'hatred', 'towards', 'a', 'group', 'so', 'it', 'contains', 'Offensive', 'Language', 'This', 'tweet', 'expresses', 'hatred', 'towards', 'a', 'racial', 'group', 'Cracker', 'babies', 'and', 'supports', 'violence', 'against', 'them', 'which', 'meets', 'the', 'definition', 'of', 'hate', 'speech', 'This', 'tweet', 'contains', 'hate', 'speech', 'as', 'it', 'uses', 'a', 'derogatory', 'racial', 'term', 'and', 'expresses', 'a', 'racist', 'attitude', 'However', 'it', 'also', 'contains', 'Offensive', 'Language', 'This', 'tweet', 'contains', 'hate', 'speech', 'as', 'it', 'uses', 'a', 'derogatory', 'term', 'for', 'the', 'LGBTQ', 'community', 'and', 'is', 'intended', 'to', 'be', 'derogatory', 'It', 'also', 'contains', 'Offensive', 'Language', 'This', 'tweet', 'contains', 'hate', 'speech', 'as', 'it', 'uses', 'a', 'derogatory', 'term', 'for', 'women', 'and', 'is', 'intended', 'to', 'be', 'derogatory', 'It', 'also', 'contains', 'Offensive', 'Language']","['OL', 'HS']"
450,6,37,RT @###### I love me some down ass bitches.,B_batch,[],"['HS', 'OL']","['HS', 'OL']"
450,6,37,RT @###### I love me some down ass bitches.,C.HS_batch,['HS'],['HS'],[]
450,6,37,RT @###### I love me some down ass bitches.,C.OL_batch,['OL'],['OL'],['OL']
67,6,38,"RT @###### A bird doesn't sing because it has an answer, it sings because it has a song.MAYA ANGELOU

#poetry #writing",A_batch,"['NO', 'NO']","['NO', 'NO']","['Explanation', 'The', 'tweet', 'contains', 'a', 'hateful', 'term', 'and', 'a', 'threat', 'towards', 'a', 'group', 'thus', 'it', 'is', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'expresses', 'a', 'desire', 'to', 'physically', 'harm', 'people', 'thus', 'it', 'is', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'is', 'neutral', 'and', 'does', 'not', 'contain', 'any', 'hate', 'speech', 'or', 'offensive', 'language', 'thus', 'it', 'is', 'neither', 'OL', 'nor', 'HS', 'The', 'tweet', 'contains', 'offensive', 'language', 'but', 'it', 'does', 'not', 'meet', 'the', 'requirements', 'of', 'hate', 'speech', 'thus', 'it', 'is', 'OL', 'and', 'not', 'HS', 'The', 'tweet', 'contains', 'a', 'hateful', 'term', 'and', 'a', 'threat', 'towards', 'a', 'group', 'thus', 'it', 'is', 'both', 'OL', 'and', 'HS', 'The', 'tweet', 'contains', 'a', 'quote', 'from', 'a', 'famous', 'poet', 'Maya', 'Angelou', 'and', 'does', 'not', 'contain', 'any', 'hate', 'speech', 'or', 'offensive', 'language', 'thus', 'it', 'is', 'neither', 'OL', 'nor', 'HS']"
67,6,38,"RT @###### A bird doesn't sing because it has an answer, it sings because it has a song.MAYA ANGELOU

#poetry #writing",B_batch,"['NH', 'NO']","['NH', 'NO']","['Explanation', 'The', 'tweet', 'contains', 'the', 'racial', 'slur', 'nigger', 'which', 'is', 'a', 'clear', 'example', 'of', 'hate', 'speech', 'It', 'also', 'contains', 'offensive', 'language', 'The', 'label', 'is', 'HS', 'OL', 'The', 'tweet', 'contains', 'a', 'desire', 'to', 'harm', 'people', 'who', 'mock', 'God', 'which', 'could', 'be', 'seen', 'as', 'a', 'threat', 'However', 'it', 's', 'more', 'of', 'an', 'expression', 'of', 'strong', 'opinion', 'than', 'an', 'attempt', 'to', 'incite', 'hatred', 'towards', 'a', 'specific', 'group', 'It', 'does', 'contain', 'hate', 'speech', 'but', 'to', 'a', 'lesser', 'extent', 'The', 'label', 'is', 'HS', 'OL', 'This', 'tweet', 'is', 'asking', 'a', 'question', 'about', 'a', 'video', 'game', 'There', 's', 'no', 'hate', 'speech', 'or', 'offensive', 'language', 'The', 'label', 'is', 'NH', 'NO', 'This', 'tweet', 'contains', 'the', 'word', 'bitch', 'which', 'is', 'offensive', 'language', 'However', 'it', 's', 'not', 'directed', 'at', 'a', 'specific', 'group', 'or', 'used', 'to', 'express', 'hatred', 'towards', 'a', 'targeted', 'group', 'so', 'it', 's', 'not', 'hate', 'speech', 'The', 'label', 'is', 'NH', 'OL', 'The', 'tweet', 'contains', 'racial', 'slurs', 'and', 'describes', 'sexual', 'activities', 'in', 'a', 'derogatory', 'manner', 'which', 'makes', 'it', 'hate', 'speech', 'It', 'also', 'contains', 'offensive', 'language', 'The', 'label', 'is', 'HS', 'OL', 'This', 'tweet', 'is', 'a', 'quote', 'from', 'a', 'famous', 'poet', 'There', 's', 'no', 'hate', 'speech', 'or', 'offensive', 'language', 'The', 'label', 'is', 'NH', 'NO']"
67,6,38,"RT @###### A bird doesn't sing because it has an answer, it sings because it has a song.MAYA ANGELOU

#poetry #writing",C.HS_batch,['NH'],['NH'],['NH']
