batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score,R1_Token1,R1_Token2,R1_Token3,R1_Token4,R1_Token5,R2_Token1,R2_Token2,R2_Token3,R2_Token4,R2_Token5,R3_Token1,R3_Token2,R3_Token3,R3_Token4,R3_Token5
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL_conf,NO0,NO100,NO100,['NO'],['NO'],['NO'],['0'],['100'],['100'],"NO     0.000 
 NO   -17.750
N     -21.000
No    -21.500
NA    -21.875
dtype: float64","100       -0.013256
0         -4.513257
95        -6.638257
90        -8.013256
<|end|>   -8.513256
dtype: float64",,,,"NO     0.000 
 NO   -17.875
N     -21.625
No    -21.625
.NO   -22.500
dtype: float64","100   -0.000888 
0     -7.625888 
95    -8.125888 
99    -10.125888
90    -10.125888
dtype: float64",,,,"NO     0.000 
 NO   -17.875
N     -21.250
No    -21.625
NA    -22.000
dtype: float64","100       -0.011891
0         -4.636890
95        -6.886890
<|end|>   -7.511890
90        -8.261890
dtype: float64",,,
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90'],"NH      -4.320200e-07
 NH     -1.487500e+01
N       -1.737500e+01
Nh      -1.987500e+01
Label   -2.037500e+01
dtype: float64","90   -0.118867 
85   -2.368867 
95   -3.993867 
80   -9.993867 
75   -11.368867
dtype: float64",,,,"NH    -3.128163e-07
 NH   -1.525000e+01
N     -1.725000e+01
Nh    -1.987500e+01
NM    -2.062500e+01
dtype: float64","90   -0.207800
85   -1.707800
95   -5.082799
80   -9.082800
75   -9.957800
dtype: float64",,,,"NH      -4.320200e-07
 NH     -1.487500e+01
N       -1.737500e+01
Nh      -1.987500e+01
Label   -2.037500e+01
dtype: float64","90   -0.118873 
85   -2.368873 
95   -3.993873 
80   -9.868874 
75   -11.368874
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A_conf,"OL90, HS80","OL90, HS10","OL90, HS50","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '80']","['90', '10']","['90', '50']","OL    -1.936126e-07
 OL   -1.662500e+01
AL    -1.750000e+01
The   -1.800000e+01
OW    -1.887500e+01
dtype: float64","90    -0.096935
85    -3.221936
80    -3.721936
100   -4.096935
95    -4.471935
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
，    -25.750
،    -26.625
dtype: float64"," HS   -0.000913 
 NH   -7.000913 
 NO   -14.000913
 NS   -15.750913
 H    -15.875913
dtype: float64","70   -0.501091
80   -2.001091
60   -2.626091
10   -3.001091
50   -3.126091
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
AL    -1.750000e+01
The   -1.812500e+01
OW    -1.862500e+01
dtype: float64","90    -0.113489
85    -2.988489
80    -3.238489
100   -4.488489
95    -5.113489
dtype: float64",",     0.000 
;    -24.000
 ,   -24.500
，    -26.250
,H   -26.625
dtype: float64"," HS   -0.006718 
 NH   -5.006718 
 NO   -13.006719
 NS   -14.756719
 H    -15.506719
dtype: float64","70   -0.815653
10   -1.815653
20   -2.565653
50   -2.565653
60   -2.565653
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
AL    -1.750000e+01
The   -1.812500e+01
OW    -1.862500e+01
dtype: float64","90    -0.079687
85    -3.454687
80    -3.704687
100   -4.329687
95    -4.954687
dtype: float64",",     0.000 
;    -24.125
 ,   -24.375
，    -26.000
,H   -26.500
dtype: float64"," HS   -0.006718 
 NH   -5.006718 
 NO   -13.006719
 NS   -14.756719
 H    -15.381719
dtype: float64","70   -0.851816
10   -1.601816
20   -2.601816
60   -2.601816
80   -2.601816
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B_conf,"HS80, OL90","HS90, OL80","HS70, OL90","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['80', '90']","['90', '80']","['70', '90']","HS    -0.000181 
NH    -8.625180 
H     -15.000180
 HS   -15.250180
The   -16.125181
dtype: float64","90    -0.609423
80    -1.859423
70    -2.109423
85    -2.359423
100   -3.359423
dtype: float64",",     0.000 
;    -22.500
 ,   -22.625
.    -24.375
%,   -24.750
dtype: float64"," OL   -4.320200e-07
 NO   -1.500000e+01
OL    -1.812500e+01
 NH   -1.850000e+01
 NL   -1.875000e+01
dtype: float64","90    -0.644205
70    -1.019205
100   -2.769205
80    -4.144205
60    -4.269205
dtype: float64","HS    -0.000262 
NH    -8.250262 
 HS   -14.625262
H     -15.625262
HN    -16.875261
dtype: float64","90    -0.672399
80    -1.672399
70    -2.172399
85    -2.547399
100   -2.922399
dtype: float64",",     0.000 
;    -22.250
 ,   -23.125
.    -25.250
:    -25.250
dtype: float64"," OL   -7.896310e-07
 NO   -1.425000e+01
OL    -1.737500e+01
 NH   -1.800000e+01
 NL   -1.825000e+01
dtype: float64","80    -0.380021
70    -1.505021
85    -3.130021
100   -3.755021
90    -4.380021
dtype: float64","HS    -0.002477 
NH    -6.002477 
HH    -15.127477
H     -15.377477
 HS   -15.377477
dtype: float64","90    -0.566527
80    -1.941527
70    -2.191527
85    -2.566527
100   -2.816527
dtype: float64",",     0.000 
;    -22.125
 ,   -22.625
.    -25.000
，    -25.000
dtype: float64"," OL    0.000 
OL    -18.750
 NO   -20.000
 NL   -22.625
 NH   -23.000
dtype: float64","90    -0.518644
80    -1.018644
85    -3.893644
100   -4.018644
60    -5.893644
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL_conf,OL85,OL85,OL90,['OL'],['OL'],['OL'],['85'],['85'],['90'],"OL    -0.000008 
NO    -11.750009
 OL   -16.250008
AL    -16.375008
The   -17.125008
dtype: float64","90    -0.969887
85    -0.969887
95    -1.469887
80    -4.719887
100   -5.969887
dtype: float64",,,,"OL    -0.000008 
NO    -11.750009
 OL   -16.250008
AL    -16.375008
The   -17.125008
dtype: float64","90    -0.970229
85    -0.970229
95    -1.470229
80    -4.720230
100   -5.845230
dtype: float64",,,,"OL    -0.000006 
NO    -12.000007
 OL   -16.375006
AL    -16.750006
The   -17.250006
dtype: float64","85   -0.602317
90   -1.102317
95   -2.227317
80   -4.477317
75   -7.477317
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS_conf,HS75,HS85,HS75,['HS'],['HS'],['HS'],['75'],['85'],['75'],"HS      -0.00013 
NH      -9.00013 
The     -12.50013
Label   -13.75013
 HS     -15.00013
dtype: float64","75   -0.291699
85   -2.041699
70   -2.166699
65   -5.291699
90   -5.791699
dtype: float64",,,,"HS    -0.000002 
NH    -13.250002
The   -15.750002
 HS   -16.000002
H     -16.500002
dtype: float64","85   -0.693293
75   -0.818293
70   -3.443293
90   -3.693293
65   -7.068293
dtype: float64",,,,"HS      -0.000111 
NH      -9.125112 
The     -13.500112
 HS     -15.250112
Label   -15.625112
dtype: float64","75   -0.299517
70   -1.674518
85   -2.924517
65   -4.174518
90   -6.424518
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A_conf,"OL90, NH85","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '85']","['90', '95']","['90', '95']","OL     0.000 
 OL   -17.250
AL    -18.500
UL    -20.875
OW    -20.875
dtype: float64","90    -0.113669
95    -3.113669
85    -3.113669
100   -4.113669
80    -6.113669
dtype: float64",",     0.000 
;    -23.250
 ,   -23.875
，    -25.375
،    -26.500
dtype: float64"," NH   -3.128163e-07
 NO   -1.575000e+01
 HS   -1.675000e+01
 NS   -1.875000e+01
NH    -1.875000e+01
dtype: float64","85    -0.583815
95    -0.833815
80    -5.708816
90    -5.833816
100   -6.958816
dtype: float64","OL     0.000 
 OL   -17.250
AL    -18.625
UL    -21.250
OW    -21.375
dtype: float64","90    -0.119470
95    -2.994470
100   -3.369470
85    -3.619470
80    -6.619471
dtype: float64",",     0.000 
;    -24.000
 ,   -24.500
，    -25.875
،    -27.000
dtype: float64"," NH   -1.936126e-07
 NO   -1.625000e+01
 HS   -1.750000e+01
NH    -1.862500e+01
 NS   -1.900000e+01
dtype: float64","95    -0.586762
85    -0.836762
100   -5.586762
80    -5.711762
90    -5.711762
dtype: float64","OL     0.000 
 OL   -17.250
AL    -18.625
UL    -21.250
OW    -21.375
dtype: float64","90    -0.119174
95    -2.994174
100   -3.494174
85    -3.494174
80    -6.494174
dtype: float64",",     0.000 
;    -23.375
 ,   -24.000
，    -25.000
,H   -26.000
dtype: float64"," NH   -7.896310e-07
 NO   -1.425000e+01
 HS   -1.700000e+01
 NS   -1.837500e+01
NH    -1.862500e+01
dtype: float64","95    -0.482695
85    -0.982695
80    -5.857695
90    -5.857695
100   -5.982695
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B_conf,"NH80, OL90","NH90, OL95","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '90']","['90', '95']","['70', '90']","NH    -0.000124 
HS    -9.000124 
 NH   -15.000124
NS    -17.250124
HH    -17.750124
dtype: float64","70   -0.507592
90   -2.007592
80   -2.257592
85   -2.507592
75   -2.632592
dtype: float64",",     0.000 
 ,   -24.250
;    -24.625
，    -25.000
،    -25.625
dtype: float64"," OL    0.000 
OL    -19.250
      -23.625
 O    -24.875
 UL   -25.125
dtype: float64","90    -0.039534
100   -3.539534
95    -4.789534
85    -6.664534
80    -9.414534
dtype: float64","NH    -0.000124 
HS    -9.000124 
 NH   -15.000124
NS    -17.250124
HH    -17.750124
dtype: float64","70   -0.507592
90   -2.007592
80   -2.257592
85   -2.507592
75   -2.632592
dtype: float64",",     0.000 
;    -24.125
 ,   -25.000
，    -25.625
،    -26.000
dtype: float64"," OL    0.000 
OL    -19.250
      -24.125
 O    -24.125
 ol   -25.000
dtype: float64","85    -1.2039
95    -1.3289
90    -1.5789
100   -1.7039
80    -3.0789
dtype: float64","NH    -0.000002 
HS    -13.250002
 NH   -14.750002
NS    -17.875002
Nh    -19.000002
dtype: float64","70   -1.133885
90   -1.258885
85   -1.633885
80   -2.008885
75   -2.758885
dtype: float64",",     0.00 
 ,   -24.00
;    -24.50
，    -25.75
،    -26.00
dtype: float64"," OL    0.00 
OL    -19.50
      -23.25
 UL   -24.50
 O    -24.75
dtype: float64","90    -0.008996
85    -5.133996
95    -6.008996
100   -7.633996
80    -9.008996
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL_conf,OL95,OL85,OL85,['OL'],['OL'],['OL'],['95'],['85'],['85'],"OL    -0.000002 
NO    -13.000003
 OL   -16.625002
AL    -18.125002
The   -19.500002
dtype: float64","90    -0.768448
85    -1.268448
95    -1.393448
100   -5.268448
80    -6.518448
dtype: float64",,,,"OL    -3.128163e-07
NO    -1.575000e+01
 OL   -1.675000e+01
AL    -1.837500e+01
OW    -1.987500e+01
dtype: float64","95    -0.842444
90    -1.092444
85    -1.467444
100   -5.967444
80    -7.217444
dtype: float64",,,,"OL    -3.128163e-07
NO    -1.550000e+01
 OL   -1.675000e+01
AL    -1.812500e+01
OW    -1.975000e+01
dtype: float64","90    -1.025292
85    -1.025292
95    -1.275292
80    -6.400292
100   -6.525292
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS_conf,NH75,HS75,HS70,['NH'],['HS'],['HS'],['75'],['75'],['70'],"HS   -0.386988 
NH   -1.136988 
NS   -10.136988
HN   -10.636988
H    -11.511988
dtype: float64","75   -0.645504
70   -0.770504
65   -5.020504
60   -5.520504
85   -6.145504
dtype: float64",,,,"HS   -0.386988 
NH   -1.136988 
NS   -10.136988
HN   -10.636988
H    -11.511988
dtype: float64","75   -0.577607
85   -0.952607
70   -3.452607
90   -3.952607
65   -6.577607
dtype: float64",,,,"NH   -0.313374 
HS   -1.313374 
NS   -10.063374
HN   -10.938374
N    -11.688374
dtype: float64","75   -0.569625
85   -0.944625
70   -3.444625
90   -4.444624
65   -6.694624
dtype: float64",,,
1,6,2528,Fuck that shit I'm out this bitch,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']","OL     0.000 
 OL   -17.375
AL    -19.250
OW    -21.500
UL    -22.000
dtype: float64","90    -0.170511
95    -2.420511
100   -2.795511
85    -5.045511
80    -7.920511
dtype: float64",",     0.000 
;    -24.250
 ,   -24.875
,N   -25.500
，    -25.875
dtype: float64"," NH   -9.088346e-07
 NO   -1.400000e+01
NH    -1.900000e+01
 NS   -2.050000e+01
 N    -2.100000e+01
dtype: float64","95    -0.038342
100   -3.663342
85    -4.788342
90    -6.288342
99    -6.913342
dtype: float64","OL     0.000 
 OL   -17.250
AL    -18.500
OW    -21.375
UL    -21.500
dtype: float64","90    -0.188806
95    -2.313806
100   -2.688806
85    -5.313806
80    -8.188807
dtype: float64",",     0.000 
;    -24.875
 ,   -25.125
,N   -25.750
，    -26.125
dtype: float64"," NH   -0.000002 
 NO   -13.250002
NH    -19.000002
 NS   -19.750002
 N    -20.500002
dtype: float64","95    -0.038638
100   -3.538638
85    -5.038638
90    -6.788638
99    -7.288638
dtype: float64","OL     0.000 
 OL   -17.750
AL    -19.500
OW    -21.625
UL    -22.250
dtype: float64","90    -0.170512
95    -2.420512
100   -2.795512
85    -5.045512
80    -7.920512
dtype: float64",",     0.000 
;    -24.750
 ,   -24.875
,N   -25.750
，    -26.000
dtype: float64"," NH   -0.000001 
 NO   -13.750001
NH    -18.625002
 NS   -20.000002
 N    -21.375002
dtype: float64","95    -0.052236
100   -3.302236
85    -4.552236
90    -6.302236
99    -7.052236
dtype: float64"
