batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS,NH,NH,NH,NH,NH,NH,"NH    -4.320200e-07
 NH   -1.475000e+01
NM    -1.775000e+01
NL    -1.837500e+01
NN    -1.900000e+01
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",,"NH      -4.320200e-07
 NH     -1.475000e+01
NM      -1.775000e+01
NL      -1.837500e+01
Label   -1.912500e+01
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",,"NH    -4.320200e-07
 NH   -1.475000e+01
NM    -1.762500e+01
NL    -1.850000e+01
Nh    -1.900000e+01
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL,NO,NO,NO,NO,NO,NO,"NO     0.000 
 NO   -17.625
.NO   -21.875
No    -22.250
_NO   -22.500
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",,"NO     0.000 
 NO   -17.500
.NO   -21.750
No    -22.000
_NO   -22.375
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",,"NO     0.000 
 NO   -17.500
.NO   -21.750
No    -22.000
_NO   -22.375
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.250
;    -23.750
，    -25.125
dtype: float64",
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A,"OL, HS","OL, NH","OL, HS","OL, HS","OL, NH","OL, HS","OL    -4.320200e-07
HL    -1.612500e+01
HS    -1.637500e+01
 OL   -1.650000e+01
OH    -1.787500e+01
dtype: float64",",     0.000 
;    -23.125
 ,   -23.750
:    -24.000
，    -24.875
dtype: float64"," HS   -0.048607 
 NH   -3.048607 
 NO   -11.173607
 NS   -12.923607
 H    -13.548607
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
The   -1.787500e+01
HL    -1.800000e+01
AL    -1.812500e+01
dtype: float64",",     0.000 
;    -23.125
 ,   -23.625
:    -24.625
，    -25.000
dtype: float64"," HS   -0.313565 
 NH   -1.313565 
 NO   -8.188565 
 NS   -11.063565
 H    -12.563565
dtype: float64","OL    -3.128163e-07
HL    -1.612500e+01
 OL   -1.650000e+01
HS    -1.675000e+01
OH    -1.800000e+01
dtype: float64",",       0.000 
;      -23.625
:      -24.125
 ,     -24.125
 and   -24.875
dtype: float64"," HS   -0.160284 
 NH   -1.910284 
 NO   -9.910284 
 NS   -12.035284
 H    -13.035284
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS    -0.000002 
NH    -13.625002
 HS   -15.125002
HL    -17.625002
H     -18.000002
dtype: float64",",       0.000 
 ,     -21.875
:      -23.500
 and   -23.625
;      -24.125
dtype: float64"," OL   -1.936126e-07
 NO   -1.687500e+01
 NL   -1.737500e+01
 NH   -1.912500e+01
OL    -1.925000e+01
dtype: float64","HS    -0.000023 
NH    -10.750023
 HS   -14.375023
H     -15.375023
HL    -16.375023
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64"," OL   -0.000001 
 NO   -14.000001
 NL   -15.625001
 NH   -16.750002
OL    -18.000002
dtype: float64","HS    -0.000023 
NH    -10.750023
 HS   -14.375023
H     -15.375023
HL    -16.375023
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64"," OL   -0.000001 
 NO   -14.000001
 NL   -15.625001
 NH   -16.750002
OL    -18.000002
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS,HS,HS,HS,HS,HS,HS,"HS      -0.000432 
NH      -7.750432 
The     -14.625432
 HS     -15.125432
Label   -16.250431
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",,"HS    -0.000097 
NH    -9.250097 
The   -14.375097
 HS   -15.875097
HH    -16.000097
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",,"HS    -0.000554 
NH    -7.500554 
The   -14.875554
 HS   -15.125554
HH    -16.250555
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.001704 
NO    -6.376704 
YES   -14.126704
AL    -15.376704
The   -15.626704
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",,"OL    -0.002187 
NO    -6.127187 
YES   -14.127188
AL    -14.877188
The   -15.252188
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",,"OL    -0.000336 
NO    -8.000337 
YES   -15.250337
AL    -15.750337
The   -16.000336
dtype: float64",",       0.000 
 ,     -22.250
:      -23.875
 and   -24.000
;      -24.375
dtype: float64",
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.875000e+01
OW    -2.000000e+01
UL    -2.025000e+01
dtype: float64",",     0.000 
;    -23.000
:    -23.375
 ,   -23.500
，    -24.500
dtype: float64"," NH   -0.000008 
 NO   -11.750008
 NS   -19.250008
 NM   -19.250008
 N    -19.375008
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.862500e+01
OW    -2.000000e+01
UL    -2.025000e+01
dtype: float64",",     0.000 
;    -23.000
:    -23.375
 ,   -23.625
，    -24.500
dtype: float64"," NH   -0.000002 
 NO   -13.250002
NH    -18.625002
 NM   -20.125002
 N    -20.250002
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.850000e+01
OW    -2.000000e+01
UL    -2.062500e+01
dtype: float64",",     0.000 
;    -23.375
:    -23.500
 ,   -24.125
，    -25.000
dtype: float64"," NH   -0.000004 
 NO   -12.500004
 NM   -19.500004
 NS   -19.750004
 N    -20.000004
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -0.000159 
HS    -8.750159 
 NH   -15.000159
NS    -16.000158
HH    -17.375158
dtype: float64",",     0.000 
;    -23.625
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64"," OL    0.000 
OL    -20.500
 O    -23.500
 HL   -24.500
 AL   -24.875
dtype: float64","NH    -0.000159 
HS    -8.750159 
 NH   -15.000159
NS    -16.000158
HH    -17.375158
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64"," OL    0.000 
OL    -20.250
 O    -22.500
 HL   -24.375
 ol   -25.250
dtype: float64","NH    -0.000159 
HS    -8.750159 
 NH   -15.000159
NS    -16.000158
HH    -17.375158
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64"," OL    0.000 
OL    -20.250
 O    -22.500
 HL   -24.375
 ol   -25.250
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS,NH,NH,NH,NH,NH,NH,"NH    -0.000087 
HS    -9.375087 
 NH   -14.375087
NS    -14.500087
N     -14.750087
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",,"NH    -0.000087 
HS    -9.375087 
 NH   -14.375087
NS    -14.500087
N     -14.750087
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",,"NH    -0.000087 
HS    -9.375087 
NS    -14.500087
 NH   -14.500087
N     -14.875087
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.000002 
NO    -13.375002
 OL   -17.125002
AL    -19.125002
The   -20.125002
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",,"OL    -0.000003 
NO    -12.625004
 OL   -17.250004
AL    -19.125004
Ol    -20.625004
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",,"OL    -0.000001 
NO    -13.625001
 OL   -17.125002
AL    -19.125002
The   -20.250002
dtype: float64",",     0.000 
;    -22.875
 ,   -24.000
，    -24.375
،    -25.000
dtype: float64",
1,6,2528,Fuck that shit I'm out this bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -1.936126e-07
 OL   -1.662500e+01
AL    -2.025000e+01
OW    -2.112500e+01
UL    -2.150000e+01
dtype: float64",",     0.000 
;    -24.375
 ,   -24.500
:    -24.750
,N   -25.250
dtype: float64"," NH   -6.704273e-07
 NO   -1.425000e+01
NH    -1.837500e+01
 NM   -2.012500e+01
 N    -2.037500e+01
dtype: float64","OL     0.000 
 OL   -16.875
AL    -20.250
OW    -20.625
UL    -21.000
dtype: float64",",     0.000 
;    -23.875
:    -24.125
 ,   -24.250
,N   -25.250
dtype: float64"," NH   -0.000002 
 NO   -13.500002
NH    -18.000002
 NM   -20.000002
 N    -20.875002
dtype: float64","OL    -1.936126e-07
 OL   -1.662500e+01
AL    -2.025000e+01
OW    -2.112500e+01
UL    -2.150000e+01
dtype: float64",",     0.000 
 ,   -24.000
;    -24.125
:    -24.250
，    -24.875
dtype: float64"," NH   -6.704273e-07
 NO   -1.425000e+01
NH    -1.837500e+01
 NM   -2.012500e+01
 N    -2.037500e+01
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -1.936126e-07
 NH   -1.575000e+01
HS    -1.925000e+01
NS    -2.012500e+01
Nh    -2.012500e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64"," OL    0.000 
OL    -20.250
 O    -23.250
 ol   -25.625
 AL   -25.750
dtype: float64","NH    -1.936126e-07
 NH   -1.575000e+01
HS    -1.937500e+01
NS    -2.000000e+01
Nh    -2.037500e+01
dtype: float64",",     0.00 
;    -23.75
 ,   -24.00
，    -25.25
،    -25.50
dtype: float64"," OL    0.000 
OL    -20.000
 O    -23.250
 AL   -25.750
 ol   -25.875
dtype: float64","NH    -1.936126e-07
 NH   -1.575000e+01
HS    -1.925000e+01
NS    -2.012500e+01
Nh    -2.012500e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64"," OL    0.000 
OL    -20.250
 O    -23.250
 ol   -25.625
 AL   -25.750
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,C.HS,NH,NH,NH,NH,NH,NH,"NH    -1.936126e-07
 NH   -1.587500e+01
Nh    -1.925000e+01
NM    -1.950000e+01
NF    -1.950000e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",,"NH    -1.936126e-07
 NH   -1.575000e+01
Nh    -1.925000e+01
NM    -1.937500e+01
NF    -1.950000e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",,"NH    -3.128163e-07
 NH   -1.537500e+01
NM    -1.887500e+01
N     -1.950000e+01
NF    -1.950000e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",
1,6,2528,Fuck that shit I'm out this bitch,C.OL,OL,OL,OL,OL,OL,OL,"OL     0.000 
NO    -17.250
 OL   -18.250
AL    -20.375
OW    -21.375
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",,"OL     0.000 
NO    -17.875
 OL   -18.375
AL    -20.250
OW    -21.625
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",,"OL    -1.936126e-07
NO    -1.650000e+01
 OL   -1.737500e+01
AL    -2.025000e+01
OW    -2.125000e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -23.875
，    -25.000
،    -25.125
dtype: float64",
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -4.320200e-07
NO    -1.525000e+01
 OL   -1.650000e+01
AL    -1.775000e+01
OH    -1.925000e+01
dtype: float64",",     0.000 
,N   -22.250
 ,   -23.625
;    -24.000
:    -24.500
dtype: float64"," NH   -0.000003 
 NO   -12.750003
NH    -18.375004
 NM   -19.500004
 N    -20.875004
dtype: float64","OL    -3.128163e-07
NO    -1.575000e+01
 OL   -1.675000e+01
AL    -1.812500e+01
OH    -1.962500e+01
dtype: float64",",     0.000 
,N   -23.125
:    -23.250
 ,   -23.375
;    -23.625
dtype: float64"," NH   -0.000002 
 NO   -13.250002
NH    -18.125002
 NM   -19.500002
 N    -20.875002
dtype: float64","OL    -5.512236e-07
NO    -1.487500e+01
 OL   -1.662500e+01
AL    -1.750000e+01
OH    -1.900000e+01
dtype: float64",",     0.000 
,N   -23.125
 ,   -23.500
:    -23.750
;    -23.875
dtype: float64"," NH   -0.000003 
 NO   -12.750003
NH    -18.625004
 NM   -19.125004
 NS   -20.750004
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -3.128163e-07
 NH   -1.537500e+01
HS    -1.775000e+01
Nh    -1.912500e+01
nh    -2.025000e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
，    -24.750
،    -25.000
dtype: float64"," OL    0.000 
OL    -20.000
 O    -22.250
 NL   -23.875
 AL   -24.500
dtype: float64","NH    -3.128163e-07
 NH   -1.537500e+01
HS    -1.762500e+01
Nh    -1.900000e+01
nh    -2.012500e+01
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64"," OL    0.000 
OL    -20.000
 O    -22.750
 NL   -24.500
 AL   -24.625
dtype: float64","NH    -3.128163e-07
 NH   -1.537500e+01
HS    -1.762500e+01
Nh    -1.900000e+01
nh    -2.012500e+01
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64"," OL    0.000 
OL    -20.000
 O    -22.750
 NL   -24.500
 AL   -24.625
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.HS,NH,NH,NH,NH,NH,NH,"NH    -3.128163e-07
 NH   -1.525000e+01
N     -1.800000e+01
Nh    -1.850000e+01
NM    -1.875000e+01
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",,"NH    -3.128163e-07
 NH   -1.525000e+01
N     -1.787500e+01
Nh    -1.837500e+01
NM    -1.862500e+01
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",,"NH    -3.128163e-07
 NH   -1.525000e+01
N     -1.800000e+01
Nh    -1.850000e+01
NM    -1.875000e+01
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.000035 
NO    -10.250035
 OL   -17.750036
AL    -18.500036
The   -19.875036
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",,"OL    -0.000058 
NO    -9.750058 
 OL   -17.750059
AL    -18.625059
The   -20.250059
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",,"OL    -0.000045 
NO    -10.000046
 OL   -17.750046
AL    -18.750046
OW    -20.250046
dtype: float64",",     0.00 
;    -23.50
 ,   -24.00
，    -24.75
،    -25.00
dtype: float64",
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    -1.936126e-07
 OL   -1.650000e+01
AL    -1.775000e+01
HL    -1.862500e+01
OW    -1.925000e+01
dtype: float64",",     0.000 
;    -24.125
 ,   -24.375
，    -24.625
,,   -26.250
dtype: float64"," HS    0.000 
HS    -18.250
 H    -20.875
 HH   -23.625
 HC   -23.750
dtype: float64","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.775000e+01
HL    -1.887500e+01
OW    -1.925000e+01
dtype: float64",",     0.000 
;    -24.125
 ,   -24.250
，    -24.625
,,   -26.000
dtype: float64"," HS    0.000 
HS    -18.250
 H    -21.250
 HH   -24.000
 HC   -24.125
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
AL    -1.762500e+01
HL    -1.862500e+01
OW    -1.912500e+01
dtype: float64",",     0.000 
;    -24.250
 ,   -24.250
，    -24.625
,,   -26.125
dtype: float64"," HS    0.000 
HS    -18.250
 H    -21.125
 HH   -23.875
 HC   -23.875
dtype: float64"
