batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000004 
Label   -12.500005
 NH     -14.500005
NM      -17.625004
The     -17.750004
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",,"NH      -0.000004 
Label   -12.500005
 NH     -14.500005
NM      -17.625004
The     -17.750004
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",,"NH      -0.000003 
Label   -13.000003
 NH     -14.500003
NM      -17.375004
NL      -17.875004
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL,NO,NO,NO,NO,NO,NO,"NO     0.000 
 NO   -16.750
No    -19.500
.NO   -20.750
_NO   -21.375
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",,"NO     0.000 
 NO   -16.750
No    -19.500
.NO   -20.750
_NO   -21.375
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",,"NO     0.000 
 NO   -16.750
No    -19.375
.NO   -20.750
_NO   -21.375
dtype: float64",",     0.000 
 ,   -23.125
,N   -23.500
;    -24.125
،    -25.750
dtype: float64",
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL      -3.128163e-07
 OL     -1.612500e+01
The     -1.650000e+01
Label   -1.750000e+01
AL      -1.775000e+01
dtype: float64",",     0.000 
 ,   -23.625
;    -23.750
，    -24.875
,,   -25.875
dtype: float64"," NH   -0.000256 
 NO   -8.750256 
 HS   -9.250256 
 NS   -13.875256
 N    -15.625256
dtype: float64","OL      -3.128163e-07
 OL     -1.612500e+01
The     -1.650000e+01
Label   -1.750000e+01
AL      -1.775000e+01
dtype: float64",",     0.000 
 ,   -23.750
;    -24.125
，    -25.125
:    -26.250
dtype: float64"," NH   -0.000386 
 NO   -8.250386 
 HS   -9.000386 
 NS   -13.625386
 N    -15.250386
dtype: float64","OL      -3.128163e-07
 OL     -1.612500e+01
The     -1.625000e+01
Label   -1.725000e+01
AL      -1.775000e+01
dtype: float64",",     0.000 
 ,   -23.500
;    -23.875
，    -25.125
:    -25.625
dtype: float64"," NH   -0.000088 
 NO   -9.500089 
 HS   -11.250089
 NS   -15.250089
 N    -17.000088
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS    -0.000811 
NH    -7.125811 
 HS   -13.000811
H     -13.625811
HN    -14.000811
dtype: float64",",       0.000 
 ,     -22.250
 and   -23.750
:      -24.500
;      -24.625
dtype: float64"," OL   -0.000006 
 NO   -12.000007
 NL   -15.750007
 NH   -16.750006
OL    -18.500006
dtype: float64","HS    -0.00118 
NH    -6.75118 
H     -13.00118
 HS   -13.12618
HN    -13.25118
dtype: float64",",       0.000 
 ,     -22.875
 and   -24.875
:      -24.875
;      -25.000
dtype: float64"," OL   -0.000005 
 NO   -12.250006
 NH   -15.125006
 NL   -15.375006
OL    -17.625006
dtype: float64","HS    -0.000099 
NH    -9.250099 
 HS   -13.750099
H     -14.500099
HL    -15.000099
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64"," OL   -0.000002 
 NO   -13.000003
 NL   -15.875003
 NH   -17.375002
OL    -18.000002
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS,HS,HS,HS,HS,HS,HS,"HS      -0.005253 
NH      -5.255253 
Label   -11.380254
The     -13.005254
NS      -13.505254
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",,"HS      -0.005254 
NH      -5.255254 
Label   -11.505254
The     -12.005254
 HS     -13.755254
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",,"HS      -0.004100 
NH      -5.504100 
Label   -11.504101
The     -11.754101
 HS     -13.754101
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.004079 
NO    -5.504079 
The   -14.504080
AL    -16.129080
 OL   -16.254080
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",,"OL    -0.001503 
NO    -6.501503 
The   -14.126503
AL    -16.501503
 OL   -16.501503
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",,"OL    -0.00193 
NO    -6.25193 
The   -13.62693
AL    -16.12693
 OL   -16.37693
dtype: float64",",       0.000 
 ,     -22.125
 and   -23.625
:      -24.375
;      -24.500
dtype: float64",
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -1.936126e-07
 OL   -1.600000e+01
AL    -1.812500e+01
The   -1.912500e+01
OW    -1.937500e+01
dtype: float64",",     0.000 
;    -23.875
:    -24.375
 ,   -24.625
，    -25.375
dtype: float64"," NH   -0.000008 
 NO   -11.750008
 NS   -19.125008
 NM   -19.250008
 N    -19.625008
dtype: float64","OL      -1.936126e-07
 OL     -1.612500e+01
AL      -1.812500e+01
The     -1.887500e+01
Label   -1.925000e+01
dtype: float64",",     0.000 
;    -23.750
:    -24.375
 ,   -24.625
，    -25.375
dtype: float64"," NH   -0.000013 
 NO   -11.250013
 NS   -19.000013
 NM   -19.000013
NH    -19.375013
dtype: float64","OL      -1.936126e-07
 OL     -1.612500e+01
AL      -1.825000e+01
The     -1.887500e+01
Label   -1.925000e+01
dtype: float64",",     0.000 
;    -23.750
:    -24.375
 ,   -24.625
，    -25.375
dtype: float64"," NH   -0.00001 
 NO   -11.50001
 NS   -19.12501
 NM   -19.25001
 N    -19.62501
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -0.000096 
HS    -9.250096 
 NH   -15.375096
NS    -16.750097
HH    -17.125097
dtype: float64",",     0.000 
;    -22.625
 ,   -23.625
，    -24.250
،    -24.875
dtype: float64"," OL    0.00 
OL    -20.25
 HL   -22.75
 O    -23.25
 ol   -25.00
dtype: float64","NH    -0.000003 
HS    -12.875003
 NH   -15.375003
NS    -18.250004
HH    -18.875004
dtype: float64",",     0.000 
;    -23.125
 ,   -24.250
，    -24.500
،    -25.000
dtype: float64"," OL    0.000 
OL    -20.000
 O    -23.000
 HL   -24.375
 ol   -25.250
dtype: float64","NH    -0.000002 
HS    -13.625002
 NH   -15.125002
NS    -18.750002
Nh    -18.750002
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64"," OL    0.00 
OL    -20.00
 HL   -24.50
 O    -24.75
 ol   -25.25
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000015 
HS      -11.625015
Label   -12.625015
N       -14.125015
 NH     -14.375015
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",,"NH      -0.000049 
HS      -10.125050
Label   -12.125050
N       -14.000050
NS      -14.125050
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",,"NH      -0.000049 
HS      -10.125050
Label   -12.125050
N       -14.000050
NS      -14.125050
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL,OL,OL,OL,OL,OL,OL,"OL      -0.000001 
NO      -14.250001
Label   -15.500001
 OL     -16.250002
The     -17.125002
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",,"OL      -9.088346e-07
NO      -1.437500e+01
Label   -1.600000e+01
 OL     -1.637500e+01
The     -1.775000e+01
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",,"OL      -0.000001 
NO      -14.250001
Label   -15.625001
 OL     -16.250002
The     -17.250002
dtype: float64",",     0.000 
;    -22.875
 ,   -24.125
，    -24.500
،    -24.500
dtype: float64",
1,6,2528,Fuck that shit I'm out this bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL     0.00 
 OL   -16.75
AL    -19.75
OW    -20.50
UL    -22.00
dtype: float64",",     0.000 
:    -22.875
;    -23.250
 ,   -23.750
,N   -24.625
dtype: float64"," NH   -0.000002 
 NO   -13.000002
NH    -18.000002
 NM   -20.125002
 N    -20.500002
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.950000e+01
OW    -2.025000e+01
UL    -2.187500e+01
dtype: float64",",     0.000 
:    -23.500
;    -23.875
 ,   -24.250
,N   -24.750
dtype: float64"," NH   -0.000002 
 NO   -13.250002
NH    -17.750002
 NM   -20.000002
 N    -20.500002
dtype: float64","OL     0.00 
 OL   -16.75
AL    -19.75
OW    -20.50
UL    -22.00
dtype: float64",",     0.000 
:    -23.500
;    -23.750
 ,   -24.125
,N   -24.500
dtype: float64"," NH   -0.000002 
 NO   -13.000002
NH    -18.000002
 NM   -20.125002
 N    -20.500002
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -3.128163e-07
 NH   -1.550000e+01
HS    -1.900000e+01
NS    -2.075000e+01
Nh    -2.075000e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.000
，    -25.375
،    -25.625
dtype: float64"," OL    0.00 
OL    -19.75
 O    -24.00
 ol   -26.25
 AL   -26.25
dtype: float64","NH    -4.320200e-07
 NH   -1.500000e+01
HS    -1.762500e+01
NS    -2.000000e+01
Nh    -2.012500e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -23.625
，    -25.375
،    -25.500
dtype: float64"," OL    0.00 
OL    -20.00
 O    -23.75
 ol   -26.00
 AL   -26.25
dtype: float64","NH    -3.128163e-07
 NH   -1.525000e+01
HS    -1.762500e+01
Nh    -2.012500e+01
NS    -2.050000e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64"," OL    0.000 
OL    -20.000
 O    -24.000
 ol   -26.125
 AL   -26.625
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000009 
Label   -11.750009
 NH     -14.375009
NL      -16.375010
N       -17.000010
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",,"NH      -0.000006 
Label   -12.250006
 NH     -14.250006
NL      -16.750006
N       -17.000006
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",,"NH      -0.000003 
Label   -13.125003
 NH     -14.375003
NL      -17.875002
NM      -18.000002
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",
1,6,2528,Fuck that shit I'm out this bitch,C.OL,OL,OL,OL,OL,OL,OL,"OL      -6.704273e-07
NO      -1.450000e+01
 OL     -1.687500e+01
Label   -1.750000e+01
Ol      -1.837500e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",,"OL      -6.704273e-07
NO      -1.450000e+01
 OL     -1.687500e+01
Label   -1.750000e+01
Ol      -1.837500e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",,"OL      -6.704273e-07
NO      -1.450000e+01
 OL     -1.687500e+01
Label   -1.750000e+01
Ol      -1.837500e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -24.125
،    -25.250
，    -25.375
dtype: float64",
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -0.000097 
NO    -9.250096 
 OL   -15.875096
AL    -16.250097
OH    -16.625097
dtype: float64",",     0.000 
,N   -22.750
 ,   -23.625
;    -24.000
:    -24.125
dtype: float64"," NH   -0.000003 
 NO   -12.750003
NH    -18.500004
 NM   -19.500004
 N    -20.375004
dtype: float64","OL    -0.000075 
NO    -9.500075 
 OL   -16.125074
AL    -16.375074
OH    -16.875074
dtype: float64",",     0.000 
,N   -22.250
 ,   -23.375
;    -23.500
:    -24.125
dtype: float64"," NH   -0.000002 
 NO   -13.000002
NH    -18.375002
 NM   -19.875002
 N    -20.875002
dtype: float64","OL    -0.000059 
NO    -9.750059 
 OL   -15.875059
AL    -16.250059
OH    -17.000059
dtype: float64",",     0.000 
,N   -22.750
 ,   -23.625
;    -24.000
:    -24.125
dtype: float64"," NH   -0.000003 
 NO   -12.750003
NH    -18.500004
 NM   -19.375004
 N    -20.375004
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -3.128163e-07
 NH   -1.575000e+01
HS    -1.675000e+01
Nh    -1.950000e+01
NS    -1.975000e+01
dtype: float64",",     0.000 
;    -23.125
 ,   -23.625
,N   -24.250
，    -24.625
dtype: float64"," OL    0.000 
OL    -19.500
 O    -22.000
 NL   -23.375
 NO   -23.625
dtype: float64","NH    -1.936126e-07
 NH   -1.562500e+01
HS    -1.825000e+01
Nh    -1.937500e+01
NS    -1.987500e+01
dtype: float64",",     0.000 
;    -23.125
 ,   -23.750
,N   -24.250
，    -24.750
dtype: float64"," OL    0.000 
OL    -20.000
 O    -22.375
 NO   -22.875
 NL   -22.875
dtype: float64","NH    -1.936126e-07
 NH   -1.562500e+01
HS    -1.687500e+01
Nh    -1.950000e+01
NS    -1.975000e+01
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64"," OL    0.000 
OL    -20.000
 O    -22.250
 NO   -22.875
 NL   -22.875
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.HS,NH,NH,NH,NH,NH,NH,"NH      -5.512236e-07
 NH     -1.500000e+01
Label   -1.587500e+01
The     -1.750000e+01
N       -1.787500e+01
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",,"NH      -4.320200e-07
 NH     -1.525000e+01
Label   -1.600000e+01
N       -1.775000e+01
The     -1.800000e+01
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",,"NH      -6.704273e-07
 NH     -1.487500e+01
Label   -1.550000e+01
The     -1.700000e+01
Nh      -1.787500e+01
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.000912 
NO    -7.000912 
The   -16.375912
 OL   -16.875912
AL    -18.125912
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",,"OL    -0.000159 
NO    -8.750158 
 OL   -17.375158
The   -17.500158
AL    -18.625158
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",,"OL    -0.001502 
NO    -6.501503 
The   -16.876503
 OL   -17.251503
Ol    -18.126503
dtype: float64",",     0.000 
;    -23.375
 ,   -23.500
,N   -24.000
，    -24.875
dtype: float64",
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    -1.936126e-07
 OL   -1.650000e+01
AL    -1.850000e+01
The   -1.950000e+01
OW    -1.962500e+01
dtype: float64",",     0.000 
;    -23.500
 ,   -23.625
，    -24.250
:    -26.250
dtype: float64"," HS    0.000 
HS    -17.750
 H    -20.625
 HH   -23.125
 HC   -23.250
dtype: float64","OL    -1.936126e-07
 OL   -1.650000e+01
AL    -1.850000e+01
The   -1.937500e+01
OW    -1.962500e+01
dtype: float64",",     0.000 
;    -23.625
 ,   -23.750
，    -24.375
,,   -25.750
dtype: float64"," HS    0.000 
HS    -17.750
 H    -20.625
 HH   -23.125
 HC   -23.125
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.787500e+01
The   -1.862500e+01
OW    -1.937500e+01
dtype: float64",",     0.000 
;    -23.625
 ,   -24.000
，    -24.875
:    -25.875
dtype: float64"," HS    0.000 
HS    -17.250
 H    -19.750
 HT   -22.875
 HH   -23.000
dtype: float64"
