batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score,R1_Token1,R1_Token2,R1_Token3,R1_Token4,R1_Token5,R2_Token1,R2_Token2,R2_Token3,R2_Token4,R2_Token5,R3_Token1,R3_Token2,R3_Token3,R3_Token4,R3_Token5
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL_conf,NO100,NO100,NO100,['NO'],['NO'],['NO'],['100'],['100'],['100'],"NO     0.000 
 NO   -18.250
No    -21.125
N     -22.000
NA    -22.625
dtype: float64","100       -0.01323
<|end|>   -4.51323
0         -6.38823
95        -8.13823
90        -9.63823
dtype: float64",,,,"NO     0.000 
 NO   -18.000
No    -20.750
N     -21.625
NA    -21.875
dtype: float64","100   -0.007546
0     -5.007546
95    -7.507546
90    -9.132546
99    -9.632546
dtype: float64",,,,"NO     0.000 
 NO   -18.250
No    -21.125
N     -22.000
NA    -22.625
dtype: float64","100       -0.057453
<|end|>   -2.932453
0         -6.307453
95        -7.807453
90        -9.182453
dtype: float64",,,
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90'],"NH      -9.088346e-07
 NH     -1.450000e+01
N       -1.500000e+01
Label   -1.787500e+01
NM      -1.887500e+01
dtype: float64","90   -0.321159
85   -1.321159
95   -5.321159
75   -6.071159
80   -7.696159
dtype: float64",,,,"NH      -0.000001 
 NH     -14.000001
Label   -15.250001
N       -16.875002
The     -17.500002
dtype: float64","90   -0.258932
85   -1.508932
95   -5.133932
75   -7.133932
80   -8.383932
dtype: float64",,,,"NH      -9.088346e-07
 NH     -1.425000e+01
N       -1.537500e+01
Label   -1.787500e+01
Nh      -1.900000e+01
dtype: float64","90   -0.211285
85   -1.711285
95   -4.711285
75   -7.461285
80   -8.461285
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A_conf,"OL90, HS70","OL85, NH90","OL85, HS30","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['90', '70']","['85', '90']","['85', '30']","OL    -1.936126e-07
 OL   -1.625000e+01
The   -1.712500e+01
AL    -1.775000e+01
OW    -1.900000e+01
dtype: float64","90    -0.326621
85    -1.576621
80    -2.701621
95    -5.826622
100   -6.951622
dtype: float64",",     0.000 
;    -24.125
 ,   -24.625
，    -26.000
,H   -27.125
dtype: float64"," HS   -0.386906 
 NH   -1.136906 
 NO   -10.386906
 NS   -12.761906
 H    -14.886906
dtype: float64","70   -0.600145
60   -2.100145
20   -2.475145
10   -2.850145
50   -2.850145
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
The   -1.712500e+01
AL    -1.775000e+01
OW    -1.900000e+01
dtype: float64","90    -0.326621
85    -1.576621
80    -2.701621
95    -5.826622
100   -6.951622
dtype: float64",",     0.00 
;    -24.00
 ,   -24.50
，    -25.75
،    -27.25
dtype: float64"," HS   -0.386888 
 NH   -1.136888 
 NO   -11.136889
 NS   -13.136889
 HH   -15.386889
dtype: float64","90   -0.062276 
95   -2.812276 
75   -8.562276 
70   -9.562276 
85   -11.062276
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
The   -1.712500e+01
AL    -1.775000e+01
OW    -1.900000e+01
dtype: float64","90    -0.326621
85    -1.576621
80    -2.701621
95    -5.826622
100   -6.951622
dtype: float64",",     0.00 
;    -24.00
 ,   -24.50
，    -25.75
،    -27.25
dtype: float64"," HS   -0.386888 
 NH   -1.136888 
 NO   -11.136889
 NS   -13.136889
 HH   -15.386889
dtype: float64","20   -0.954139
10   -1.079139
30   -2.454139
25   -3.079139
60   -3.454139
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B_conf,"HS80, OL70","HS80, OL90","HS70, OL90","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['80', '70']","['80', '90']","['70', '90']","HS    -0.001172 
NH    -6.751172 
 HS   -14.251172
H     -14.751172
HN    -15.251172
dtype: float64","70   -0.698649
90   -1.823649
80   -2.198649
75   -2.323649
85   -2.323649
dtype: float64",",     0.000 
 ,   -23.750
;    -25.375
،    -25.750
，    -25.875
dtype: float64"," OL    0.000 
OL    -19.000
 NO   -19.000
 NL   -20.875
 NH   -23.000
dtype: float64","90    -0.168139
70    -2.668139
100   -2.918139
80    -3.918139
85    -4.918139
dtype: float64","HS    -0.023251 
NH    -3.773251 
H     -13.273251
HN    -13.398251
 HS   -13.648251
dtype: float64","80   -1.021671
70   -1.021671
90   -2.271671
75   -2.396671
85   -2.896671
dtype: float64",",     0.000 
;    -22.625
 ,   -23.875
，    -25.125
،    -25.500
dtype: float64"," OL    0.000 
OL    -18.625
 NO   -18.750
 NL   -20.375
 NH   -22.250
dtype: float64","90    -0.299829
70    -1.799829
100   -2.674829
80    -4.299829
85    -5.299829
dtype: float64","HS    -0.001172 
NH    -6.751172 
 HS   -14.251172
H     -14.751172
HN    -15.251172
dtype: float64","70   -0.698649
90   -1.823649
80   -2.198649
75   -2.323649
85   -2.323649
dtype: float64",",     0.000 
 ,   -24.250
;    -25.750
،    -26.625
，    -26.875
dtype: float64"," OL    0.00 
OL    -19.25
 NO   -20.25
 NL   -22.50
 O    -22.75
dtype: float64","90    -0.525489
80    -1.025489
85    -3.150489
100   -5.400489
70    -6.650489
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL_conf,OL85,OL85,OL85,['OL'],['OL'],['OL'],['85'],['85'],['85'],"OL    -0.000085 
NO    -9.375085 
 OL   -16.125086
The   -16.250086
AL    -16.250086
dtype: float64","85   -0.165008
90   -2.165008
95   -3.790008
80   -4.290008
75   -6.915008
dtype: float64",,,,"OL    -0.000052 
NO    -9.875051 
The   -16.125051
 OL   -16.125051
AL    -16.250051
dtype: float64","85   -0.200059
90   -1.950059
95   -3.575059
80   -4.575059
75   -7.325059
dtype: float64",,,,"OL    -0.000032 
NO    -10.375031
 OL   -16.250032
AL    -16.375032
The   -16.500032
dtype: float64","85   -0.200141
90   -1.950141
95   -3.575141
80   -4.575141
75   -7.200141
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS_conf,HS85,HS75,HS85,['HS'],['HS'],['HS'],['85'],['75'],['85'],"HS    -0.000386 
NH    -7.875386 
The   -12.750386
 HS   -13.500386
HN    -15.125386
dtype: float64","75   -0.24824
85   -1.74824
70   -3.12324
90   -6.87324
65   -7.62324
dtype: float64",,,,"HS    -0.000386 
NH    -7.875386 
The   -12.750386
 HS   -13.500386
HN    -15.125386
dtype: float64","75   -0.24824
85   -1.74824
70   -3.12324
90   -6.87324
65   -7.62324
dtype: float64",,,,"HS      -0.00004 
NH      -10.25004
The     -12.87504
 HS     -13.75004
Label   -15.50004
dtype: float64","75   -0.279701
85   -1.529701
70   -3.654701
90   -6.904701
65   -8.154700
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A_conf,"OL100, NH90","OL90, NH85","OL90, NH85","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '90']","['90', '85']","['90', '85']","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.712500e+01
UL    -1.962500e+01
OW    -1.975000e+01
dtype: float64","90    -0.302111
95    -1.802111
100   -2.427111
85    -4.927112
80    -8.302112
dtype: float64",",     0.000 
;    -23.375
 ,   -25.000
，    -25.875
,N   -25.875
dtype: float64"," NH   -0.000002 
 NO   -13.750002
 HS   -14.000002
 NS   -17.625002
NH    -18.500002
dtype: float64","90   -0.029909 
95   -3.779909 
85   -5.029909 
80   -9.279909 
75   -12.279909
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.712500e+01
UL    -1.962500e+01
OW    -1.975000e+01
dtype: float64","90    -0.273206
95    -1.773206
100   -2.773206
85    -5.023206
80    -8.398207
dtype: float64",",     0.000 
;    -23.375
 ,   -24.250
，    -25.625
،    -26.750
dtype: float64"," NH   -0.000002 
 NO   -13.250002
 HS   -14.500002
 NS   -18.125002
NH    -18.625002
dtype: float64","85    -0.479207
95    -0.979208
80    -5.979208
90    -6.229208
100   -8.229207
dtype: float64","OL    -1.936126e-07
 OL   -1.637500e+01
AL    -1.712500e+01
UL    -1.962500e+01
OW    -1.975000e+01
dtype: float64","90    -0.291682
95    -1.791682
100   -2.541682
85    -4.916682
80    -8.291682
dtype: float64",",     0.000 
;    -23.375
 ,   -24.250
，    -25.625
،    -26.625
dtype: float64"," NH   -0.000002 
 NO   -13.250002
 HS   -14.500002
 NS   -18.125002
NH    -18.625002
dtype: float64","85    -0.479338
95    -0.979338
80    -5.854338
90    -6.354338
100   -8.104338
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B_conf,"NH80, OL90","NH90, OL95","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '90']","['90', '95']","['90', '100']","NH    -9.088346e-07
 NH   -1.462500e+01
HS    -1.500000e+01
Nh    -1.862500e+01
NS    -1.875000e+01
dtype: float64","90   -0.438249
80   -1.938249
85   -1.938249
70   -2.938249
75   -4.438249
dtype: float64",",     0.000 
;    -24.625
 ,   -25.000
，    -26.375
،    -26.625
dtype: float64"," OL    0.000 
OL    -19.750
      -24.125
 UL   -25.125
 O    -25.875
dtype: float64","90    -0.110533 
100   -2.735533 
95    -3.235533 
85    -7.735533 
80    -11.985533
dtype: float64","NH    -9.088346e-07
 NH   -1.462500e+01
HS    -1.500000e+01
Nh    -1.862500e+01
NS    -1.875000e+01
dtype: float64","90   -0.546108
80   -1.671108
85   -1.921108
70   -2.671108
75   -4.171108
dtype: float64",",     0.000 
;    -24.125
 ,   -24.625
，    -25.500
،    -25.875
dtype: float64"," OL    0.00 
OL    -19.50
      -24.25
 O    -24.75
 ol   -25.25
dtype: float64","95    -0.607718
100   -1.232718
85    -2.357718
90    -2.732718
80    -5.482718
dtype: float64","NH    -6.704273e-07
 NH   -1.487500e+01
HS    -1.525000e+01
Nh    -1.875000e+01
NS    -1.912500e+01
dtype: float64","90   -0.484725
85   -1.734725
80   -1.859725
70   -3.234725
75   -4.484725
dtype: float64",",     0.000 
;    -24.125
 ,   -24.500
，    -25.375
،    -25.750
dtype: float64"," OL    0.00 
OL    -19.50
      -24.75
 O    -24.75
 ol   -25.50
dtype: float64","95    -0.546643
100   -1.171643
85    -2.796643
90    -3.046643
80    -5.921643
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL_conf,OL90,OL85,OL95,['OL'],['OL'],['OL'],['90'],['85'],['95'],"OL    -1.936126e-07
 OL   -1.687500e+01
AL    -1.775000e+01
NO    -1.812500e+01
UL    -1.975000e+01
dtype: float64","95    -0.403917
90    -1.403917
85    -2.528917
100   -5.028917
80    -8.403917
dtype: float64",,,,"OL    -1.936126e-07
 OL   -1.687500e+01
AL    -1.775000e+01
NO    -1.875000e+01
UL    -1.975000e+01
dtype: float64","95    -0.358212
90    -1.483212
85    -2.733212
100   -4.733212
80    -8.608212
dtype: float64",,,,"OL    -1.936126e-07
 OL   -1.687500e+01
AL    -1.775000e+01
NO    -1.912500e+01
UL    -1.975000e+01
dtype: float64","95    -0.355397
90    -1.480397
85    -2.730397
100   -5.105397
80    -8.855397
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS_conf,NH75,NH75,NH75,['NH'],['NH'],['NH'],['75'],['75'],['75'],"NH   -0.048638 
HS   -3.048638 
NS   -11.048638
N    -11.548638
HN   -11.923638
dtype: float64","75   -0.216338
70   -1.716338
85   -4.341338
65   -6.716338
60   -7.966338
dtype: float64",,,,"NH   -0.20154 
HS   -1.70154 
NS   -9.82654 
HN   -11.07654
N    -11.32654
dtype: float64","75   -0.243587
70   -1.618587
85   -4.118587
65   -6.743587
60   -8.118587
dtype: float64",,,,"NH   -0.127051 
HS   -2.127051 
NS   -9.877050 
HN   -11.002050
N    -11.127050
dtype: float64","75   -0.241444
70   -1.616444
85   -4.241445
65   -6.866445
60   -8.241445
dtype: float64",,,
