batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score,R1_Token1,R1_Token2,R1_Token3,R1_Token4,R1_Token5,R2_Token1,R2_Token2,R2_Token3,R2_Token4,R2_Token5,R3_Token1,R3_Token2,R3_Token3,R3_Token4,R3_Token5
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL_conf,NO98,NO97,NO99,['NO'],['NO'],['NO'],['98'],['97'],['99'],"NO     0.00 
No    -21.50
no    -21.75
N     -22.25
 NO   -22.75
dtype: float64","98   -0.458058
99   -1.458058
97   -2.458058
96   -3.208058
95   -4.958058
dtype: float64",,,,"NO     0.00 
No    -21.50
no    -21.75
N     -22.25
 NO   -22.75
dtype: float64","98   -0.458058
99   -1.458058
97   -2.458058
96   -3.208058
95   -4.958058
dtype: float64",,,,"NO     0.00 
No    -21.50
no    -21.75
N     -22.25
 NO   -22.75
dtype: float64","98   -0.458058
99   -1.458058
97   -2.458058
96   -3.208058
95   -4.958058
dtype: float64",,,
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS_conf,NH99,NH99,NH99,['NH'],['NH'],['NH'],['99'],['99'],['99'],"NH     0.00 
N     -22.25
 NH   -22.75
Nh    -23.00
nh    -23.75
dtype: float64","99    -0.029918 
98    -3.529918 
97    -9.279919 
100   -9.529919 
96    -13.279919
dtype: float64",,,,"NH     0.00 
N     -22.25
 NH   -22.75
Nh    -23.00
nh    -23.75
dtype: float64","99    -0.029918 
98    -3.529918 
97    -9.279919 
100   -9.529919 
96    -13.279919
dtype: float64",,,,"NH     0.00 
N     -22.25
 NH   -22.75
Nh    -23.00
nh    -23.75
dtype: float64","99    -0.029918 
98    -3.529918 
97    -9.279919 
100   -9.529919 
96    -13.279919
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A_conf,"OL88, NH96","OL78, NH92","OL88, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['88', '96']","['78', '92']","['88', '95']","OL   -0.000001 
NO   -13.750001
OH   -17.500002
NH   -18.000002
Ol   -20.750002
dtype: float64","78   -1.242006
86   -1.242006
88   -1.492006
72   -2.742006
82   -2.742006
dtype: float64",",      0.00 
,N    -21.25
 HS   -21.50
 ,    -21.75
.     -23.00
dtype: float64"," NH     0.00 
NH     -22.25
 HS    -22.75
 NHS   -23.25
 N     -25.00
dtype: float64","95   -0.774768
96   -1.524768
94   -1.774768
92   -2.774768
93   -3.024768
dtype: float64","OL   -0.000001 
NO   -13.750001
OH   -17.500002
NH   -18.000002
Ol   -20.750002
dtype: float64","78   -1.242006
86   -1.242006
88   -1.492006
72   -2.742006
82   -2.742006
dtype: float64",",     0.000 
,N   -20.875
 ,   -23.250
.    -23.625
،    -24.250
dtype: float64"," NH     0.00 
 HS    -22.50
NH     -22.75
 NHS   -23.00
 N     -25.25
dtype: float64","92   -0.972924
95   -1.722924
96   -1.972924
94   -1.972924
93   -1.972924
dtype: float64","OL   -0.000001 
NO   -13.750001
OH   -17.500002
NH   -18.000002
Ol   -20.750002
dtype: float64","78   -1.242006
86   -1.242006
88   -1.492006
72   -2.742006
82   -2.742006
dtype: float64",",      0.00 
,N    -21.25
 HS   -21.50
 ,    -21.75
.     -23.00
dtype: float64"," NH     0.00 
NH     -22.25
 HS    -22.75
 NHS   -23.25
 N     -25.00
dtype: float64","95   -0.774768
96   -1.524768
94   -1.774768
92   -2.774768
93   -3.024768
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B_conf,"NH96, OL78","NH95, OL78","NH92, OL78","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['96', '78']","['95', '78']","['92', '78']","NH    -3.128163e-07
HS    -1.525000e+01
N     -2.225000e+01
 NH   -2.425000e+01
nh    -2.450000e+01
dtype: float64","96   -0.461239
95   -1.961239
94   -2.211239
92   -2.961239
97   -3.711239
dtype: float64",",      0.000 
.     -20.375
 OL   -20.500
 ,    -21.125
،     -22.250
dtype: float64","OL   -0.001513 
NO   -6.501513 
O    -11.501513
NL   -15.751513
OH   -16.251513
dtype: float64","78   -0.594534
72   -1.344534
74   -2.344534
82   -2.844534
88   -4.844534
dtype: float64","NH    -3.128163e-07
HS    -1.525000e+01
N     -2.225000e+01
 NH   -2.425000e+01
nh    -2.450000e+01
dtype: float64","96   -0.461239
95   -1.961239
94   -2.211239
92   -2.961239
97   -3.711239
dtype: float64",",      0.000 
 ,    -21.125
.     -21.500
 OL   -21.750
،     -23.250
dtype: float64","OL   -0.001504 
NO   -6.501504 
O    -13.751504
NL   -14.751504
OH   -16.251505
dtype: float64","78   -0.841065
72   -1.591065
82   -1.591065
88   -2.341064
70   -3.091064
dtype: float64","NH    -3.128163e-07
HS    -1.525000e+01
N     -2.225000e+01
 NH   -2.425000e+01
nh    -2.450000e+01
dtype: float64","96   -0.461239
95   -1.961239
94   -2.211239
92   -2.961239
97   -3.711239
dtype: float64",",      0.000 
.     -20.500
 OL   -21.000
 ,    -21.125
،     -22.375
dtype: float64"," OL   -5.512236e-07
 NO   -1.450000e+01
 O    -1.750000e+01
OL    -2.000000e+01
 NL   -2.025000e+01
dtype: float64","78   -0.705106
76   -0.955106
74   -2.455106
86   -4.205106
64   -4.955106
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL_conf,OL95,OL94,OL91,['OL'],['OL'],['OL'],['95'],['94'],['91'],"OL    -9.088346e-07
NO    -1.400000e+01
Ol    -2.025000e+01
ol    -2.050000e+01
 OL   -2.150000e+01
dtype: float64","96   -1.069018
95   -1.819018
94   -1.819018
97   -2.069018
93   -2.569018
dtype: float64",,,,"OL    -9.088346e-07
NO    -1.400000e+01
Ol    -2.025000e+01
ol    -2.050000e+01
 OL   -2.150000e+01
dtype: float64","96   -1.069018
95   -1.819018
94   -1.819018
97   -2.069018
93   -2.569018
dtype: float64",,,,"OL    -9.088346e-07
NO    -1.400000e+01
Ol    -2.025000e+01
ol    -2.050000e+01
 OL   -2.150000e+01
dtype: float64","96   -1.069018
95   -1.819018
94   -1.819018
97   -2.069018
93   -2.569018
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS_conf,NH94,NH95,NH93,['NH'],['NH'],['NH'],['94'],['95'],['93'],"NH    -1.936126e-07
HS    -1.650000e+01
 NH   -2.300000e+01
HN    -2.300000e+01
Nh    -2.350000e+01
dtype: float64","96   -1.253269
95   -1.503269
94   -1.503269
93   -2.003269
92   -2.753269
dtype: float64",,,,"NH    -1.936126e-07
HS    -1.650000e+01
 NH   -2.300000e+01
HN    -2.300000e+01
Nh    -2.350000e+01
dtype: float64","96   -1.253269
95   -1.503269
94   -1.503269
93   -2.003269
92   -2.753269
dtype: float64",,,,"NH    -1.936126e-07
HS    -1.650000e+01
 NH   -2.300000e+01
HN    -2.300000e+01
Nh    -2.350000e+01
dtype: float64","96   -1.253269
95   -1.503269
94   -1.503269
93   -2.003269
92   -2.753269
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A_conf,"OL98, NH99","OL96, NH99","OL97, NH99","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['98', '99']","['96', '99']","['97', '99']","OL     0.000 
OH    -22.000
Ol    -22.500
 OL   -23.125
O     -23.375
dtype: float64","98   -0.338876
97   -2.088876
96   -2.088876
99   -3.338876
95   -5.588876
dtype: float64",",      0.00 
 HS   -19.50
,N    -22.50
 ,    -23.50
،     -23.75
dtype: float64"," NH     0.0 
 N     -24.0
NH     -24.0
 NHS   -26.0
 NHL   -27.5
dtype: float64","99   -0.015334
97   -4.515335
98   -6.015335
96   -6.765335
95   -7.765335
dtype: float64","OL     0.000 
OH    -22.000
Ol    -22.500
 OL   -23.125
O     -23.375
dtype: float64","98   -0.338876
97   -2.088876
96   -2.088876
99   -3.338876
95   -5.588876
dtype: float64",",      0.000 
,N    -22.250
 HS   -23.750
.     -24.375
 ,    -24.625
dtype: float64"," NH     0.00 
NH     -24.50
 N     -26.50
 NHS   -26.50
 NHL   -28.25
dtype: float64","99    -0.051162
98    -3.051162
97    -6.051162
95    -9.301162
100   -9.551162
dtype: float64","OL     0.000 
OH    -22.000
Ol    -22.500
 OL   -23.125
O     -23.375
dtype: float64","98   -0.338876
97   -2.088876
96   -2.088876
99   -3.338876
95   -5.588876
dtype: float64",",     0.000 
,N   -21.250
.    -23.625
 ,   -23.875
،    -24.125
dtype: float64"," NH     0.0 
NH     -24.5
 N     -26.0
 NHS   -26.0
 NHL   -28.5
dtype: float64","99    -0.015085
98    -4.265085
100   -8.015085
97    -8.265085
96    -8.265085
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B_conf,"NH99, OL96","NH99, OL96","NH99, OL96","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['99', '96']","['99', '96']","['99', '96']","NH    0.00 
HS   -21.25
N    -24.00
HN   -24.50
nh   -25.25
dtype: float64","99    -0.106305
98    -2.356305
100   -5.856305
97    -5.856305
96    -8.106305
dtype: float64",",      0.000 
 OL   -20.250
.     -20.875
 ,    -21.000
،     -22.250
dtype: float64"," OL    0.0 
 O    -22.5
OL    -24.0
 UL   -26.5
 OT   -26.5
dtype: float64","96   -0.378589
97   -1.378589
98   -2.878589
95   -5.128589
94   -7.128589
dtype: float64","NH    0.00 
HS   -21.25
N    -24.00
HN   -24.50
nh   -25.25
dtype: float64","99    -0.106305
98    -2.356305
100   -5.856305
97    -5.856305
96    -8.106305
dtype: float64",",      0.000 
 OL   -20.250
.     -20.875
 ,    -21.000
،     -22.250
dtype: float64"," OL    0.0 
 O    -22.5
OL    -24.0
 UL   -26.5
 OT   -26.5
dtype: float64","96   -0.378589
97   -1.378589
98   -2.878589
95   -5.128589
94   -7.128589
dtype: float64","NH    0.00 
HS   -21.25
N    -24.00
HN   -24.50
nh   -25.25
dtype: float64","99    -0.106305
98    -2.356305
100   -5.856305
97    -5.856305
96    -8.106305
dtype: float64",",      0.000 
 OL   -20.250
.     -20.875
 ,    -21.000
،     -22.250
dtype: float64"," OL    0.0 
 O    -22.5
OL    -24.0
 UL   -26.5
 OT   -26.5
dtype: float64","96   -0.378589
97   -1.378589
98   -2.878589
95   -5.128589
94   -7.128589
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL_conf,OL99,OL98,OL98,['OL'],['OL'],['OL'],['99'],['98'],['98'],"OL     0.00 
Ol    -20.00
O     -20.25
 OL   -20.75
OLF   -21.25
dtype: float64","99   -0.754947
98   -0.754947
97   -3.004947
96   -4.754947
95   -7.004947
dtype: float64",,,,"OL     0.00 
Ol    -21.50
 OL   -21.50
O     -21.75
UL    -22.25
dtype: float64","98   -0.533651
99   -1.283651
97   -2.283651
96   -3.533651
95   -5.533651
dtype: float64",,,,"OL     0.00 
Ol    -21.50
 OL   -21.50
O     -21.75
UL    -22.25
dtype: float64","98   -0.533651
99   -1.283651
97   -2.283651
96   -3.533651
95   -5.533651
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS_conf,NH96,NH98,NH96,['NH'],['NH'],['NH'],['96'],['98'],['96'],"NH     0.0 
HS    -22.5
N     -23.5
nh    -23.5
 NH   -24.5
dtype: float64","98   -0.968801
96   -1.218801
97   -1.468801
95   -2.718801
94   -3.968801
dtype: float64",,,,"NH     0.0 
HS    -22.5
N     -23.5
nh    -23.5
 NH   -24.5
dtype: float64","98   -0.968801
96   -1.218801
97   -1.468801
95   -2.718801
94   -3.968801
dtype: float64",,,,"NH     0.0 
HS    -22.5
N     -23.5
nh    -23.5
 NH   -24.5
dtype: float64","98   -0.968801
96   -1.218801
97   -1.468801
95   -2.718801
94   -3.968801
dtype: float64",,,
1,6,2528,Fuck that shit I'm out this bitch,A_conf,"OL99, NH99","OL99, NH99","OL100, NH99","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['99', '99']","['99', '99']","['100', '99']","OL     0.00 
 OL   -22.75
O     -23.00
Ol    -23.00
ol    -23.75
dtype: float64","99    -0.100226 
100   -2.350226 
98    -10.850226
97    -17.850225
999   -18.850225
dtype: float64",",      0.000 
,N    -20.000
 NH   -21.875
.     -22.250
 ,    -22.375
dtype: float64"," NH     0.0 
NH     -24.5
 N     -25.5
 NHS   -27.0
 NHL   -28.5
dtype: float64","99    -0.018696 
100   -4.018696 
98    -7.518696 
97    -12.768696
95    -15.018696
dtype: float64","OL     0.00 
 OL   -22.75
O     -23.00
Ol    -23.00
ol    -23.75
dtype: float64","99    -0.100226 
100   -2.350226 
98    -10.850226
97    -17.850225
999   -18.850225
dtype: float64",",      0.000 
,N    -20.000
 NH   -21.875
.     -22.250
 ,    -22.375
dtype: float64"," NH     0.0 
NH     -24.5
 N     -25.5
 NHS   -27.0
 NHL   -28.5
dtype: float64","99    -0.018696 
100   -4.018696 
98    -7.518696 
97    -12.768696
95    -15.018696
dtype: float64","OL     0.00 
 OL   -22.75
O     -23.00
Ol    -23.00
ol    -23.75
dtype: float64","99    -0.100226 
100   -2.350226 
98    -10.850226
97    -17.850225
999   -18.850225
dtype: float64",",      0.000 
,N    -19.250
 ,    -21.500
.     -22.125
 HS   -22.250
dtype: float64"," NH     0.00 
NH     -23.00
 N     -26.00
 NHS   -26.00
 nh    -27.75
dtype: float64","99    -0.049264 
100   -3.049264 
98    -7.299264 
97    -15.049264
95    -16.799265
dtype: float64"
