batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
1,6,2528,Fuck that shit I'm out this bitch,C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['98'],['98']
1,6,2528,Fuck that shit I'm out this bitch,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['99']
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['78', '96']","['72', '96']","['72', '96']"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '74']","['88', '72']","['85', '70']"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.HS_batch_conf,['NH'],['NH'],['NH'],['82'],['88'],['83']
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.OL_batch_conf,['OL'],['OL'],['OL'],['94'],['96'],['92']
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['98', '78']","['98', '70']","['98', '78']"
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '96']","['62', '96']","['55', '95']"
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,C.HS_batch_conf,['NH'],['NH'],['NH'],['72'],['72'],['67']
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['99']
2,3,1785,Thou shall not mock Ryan(the future)Kelly,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['92', '99']","['92', '99']","['94', '99']"
2,3,1785,Thou shall not mock Ryan(the future)Kelly,B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['99', '97']","['98', '95']","['98', '98']"
2,3,1785,Thou shall not mock Ryan(the future)Kelly,C.HS_batch_conf,['NH'],['NH'],['NH'],['98'],['98'],['98']
2,3,1785,Thou shall not mock Ryan(the future)Kelly,C.OL_batch_conf,['NO'],['NO'],['NO'],['95'],['97'],['96']
2,4,744,"""@###### dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['96', '97']","['98', '97']","['97', '99']"
2,4,744,"""@###### dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['96', '99']","['92', '99']","['95', '99']"
2,4,744,"""@###### dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",C.HS_batch_conf,['NH'],['NH'],['NH'],['96'],['93'],['96']
2,4,744,"""@###### dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",C.OL_batch_conf,['OL'],['OL'],['OL'],['98'],['98'],['98']
2,5,2556,"He needs too! We win titles when he smacks hoes! RT @###### Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @######",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['97', '98']","['99', '94']","['95', '97']"
2,5,2556,"He needs too! We win titles when he smacks hoes! RT @###### Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @######",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['92', '97']","['95', '98']","['90', '98']"
2,5,2556,"He needs too! We win titles when he smacks hoes! RT @###### Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @######",C.HS_batch_conf,['NH'],['NH'],['NH'],['90'],['90'],['92']
2,5,2556,"He needs too! We win titles when he smacks hoes! RT @###### Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @######",C.OL_batch_conf,['OL'],['OL'],['OL'],['96'],['97'],['97']
2,6,164,Average is basic and basic is trash &#128514;&#128514;,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['72', '99']","['76', '99']","['78', '99']"
2,6,164,Average is basic and basic is trash &#128514;&#128514;,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '84']","['97', '78']","['97', '70']"
2,6,164,Average is basic and basic is trash &#128514;&#128514;,C.HS_batch_conf,['NH'],['NH'],['NH'],['97'],['97'],['97']
2,6,164,Average is basic and basic is trash &#128514;&#128514;,C.OL_batch_conf,['NO'],['NO'],['NO'],['72'],['74'],['76']
3,1,1846,"@###### Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['99', '94']","['99', '92']","['99', '88']"
3,1,1846,"@###### Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",B_batch_conf,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '98']","['95', '99']","['95', '98']"
3,1,1846,"@###### Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",C.HS_batch_conf,['HS'],['HS'],['HS'],['93'],['92'],['92']
3,1,1846,"@###### Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['99']
3,2,1819,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['96', '92']","['96', '88']","['96', '92']"
3,2,1819,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '92']","['90', '95']","['92', '96']"
3,2,1819,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe,C.HS_batch_conf,['NH'],['NH'],['NH'],['98'],['97'],['98']
3,2,1819,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe,C.OL_batch_conf,['OL'],['OL'],['OL'],['98'],['97'],['98']
3,3,1935,I love me some chunky babies &#128525;&#128525;,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['88', '97']","['90', '98']","['92', '98']"
3,3,1935,I love me some chunky babies &#128525;&#128525;,B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['98', '95']","['98', '90']","['99', '95']"
3,3,1935,I love me some chunky babies &#128525;&#128525;,C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['99'],['99']
3,3,1935,I love me some chunky babies &#128525;&#128525;,C.OL_batch_conf,['NO'],['NO'],['NO'],['95'],['96'],['95']
3,4,148,"RT @###### Can't wait for the @###### to sweep the Cardinals tonight on @###### ! No matter how bad the cubs are, we're gonna beat the bird&#8230;",A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['95', '99']","['96', '99']","['95', '99']"
3,4,148,"RT @###### Can't wait for the @###### to sweep the Cardinals tonight on @###### ! No matter how bad the cubs are, we're gonna beat the bird&#8230;",B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['99', '97']","['99', '99']","['99', '97']"
3,4,148,"RT @###### Can't wait for the @###### to sweep the Cardinals tonight on @###### ! No matter how bad the cubs are, we're gonna beat the bird&#8230;",C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['99'],['99']
3,4,148,"RT @###### Can't wait for the @###### to sweep the Cardinals tonight on @###### ! No matter how bad the cubs are, we're gonna beat the bird&#8230;",C.OL_batch_conf,['NO'],['NO'],['NO'],['96'],['99'],['99']
3,5,1,@###### bro that hoe live,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['93', '95']","['93', '95']","['90', '96']"
3,5,1,@###### bro that hoe live,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['96', '90']","['95', '93']","['95', '94']"
3,5,1,@###### bro that hoe live,C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['98'],['99']
3,5,1,@###### bro that hoe live,C.OL_batch_conf,['OL'],['OL'],['OL'],['96'],['95'],['95']
3,6,2868,"Majority of the time, a woman's story is trash anyway...",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['85', '97']","['82', '90']","['78', '93']"
3,6,2868,"Majority of the time, a woman's story is trash anyway...",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['93', '84']","['92', '78']","['90', '88']"
3,6,2868,"Majority of the time, a woman's story is trash anyway...",C.HS_batch_conf,['NH'],['NH'],['NH'],['72'],['88'],['96']
3,6,2868,"Majority of the time, a woman's story is trash anyway...",C.OL_batch_conf,['OL'],['OL'],['OL'],['92'],['88'],['86']
4,1,972,Ruby is not ugly #bunga bunga,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['95', '99']","['95', '99']","['95', '99']"
4,1,972,Ruby is not ugly #bunga bunga,B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['95', '90']","['95', '90']","['95', '85']"
4,1,972,Ruby is not ugly #bunga bunga,C.HS_batch_conf,['NH'],['NH'],['NH'],['93'],['93'],['94']
4,1,972,Ruby is not ugly #bunga bunga,C.OL_batch_conf,['NO'],['NO'],['NO'],['87'],['95'],['96']
4,2,1496,I dont understand rich people who dress like trash,A_batch_conf,"['NO', 'NH']","['OL', 'NH']","['OL', 'NH']","['78', '98']","['70', '96']","['72', '96']"
4,2,1496,I dont understand rich people who dress like trash,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '78']","['95', '78']","['98', '78']"
4,2,1496,I dont understand rich people who dress like trash,C.HS_batch_conf,['NH'],['NH'],['NH'],['96'],['91'],['92']
4,2,1496,I dont understand rich people who dress like trash,C.OL_batch_conf,['OL'],['OL'],['OL'],['96'],['97'],['93']
4,3,2031,@###### I'll see you guys later. I gotta go bake my blood crackers. @######,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['70', '88']","['60', '85']","['65', '88']"
4,3,2031,@###### I'll see you guys later. I gotta go bake my blood crackers. @######,B_batch_conf,"['NH', 'OL']","['NH', 'NO']","['NH', 'OL']","['70', '55']","['70', '65']","['55', '45']"
4,3,2031,@###### I'll see you guys later. I gotta go bake my blood crackers. @######,C.HS_batch_conf,['HS'],['NH'],['HS'],['62'],['70'],['86']
4,3,2031,@###### I'll see you guys later. I gotta go bake my blood crackers. @######,C.OL_batch_conf,['NO'],['NO'],['NO'],['58'],['62'],['71']
4,4,2604,These hoes be trying 2much doing 2much,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['96', '97']","['88', '97']","['86', '97']"
4,4,2604,These hoes be trying 2much doing 2much,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['99', '96']","['98', '92']","['99', '96']"
4,4,2604,These hoes be trying 2much doing 2much,C.HS_batch_conf,['NH'],['NH'],['NH'],['98'],['96'],['97']
4,4,2604,These hoes be trying 2much doing 2much,C.OL_batch_conf,['OL'],['OL'],['OL'],['97'],['99'],['98']
4,5,2081,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['88', '96']","['78', '96']","['84', '96']"
4,5,2081,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['92', '80']","['92', '82']","['92', '88']"
4,5,2081,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",C.HS_batch_conf,['NH'],['NH'],['NH'],['88'],['88'],['88']
4,5,2081,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",C.OL_batch_conf,['OL'],['OL'],['OL'],['90'],['94'],['86']
4,6,1990,"@###### - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['92', '94']","['82', '95']","['78', '95']"
4,6,1990,"@###### - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '88']","['96', '88']","['90', '82']"
4,6,1990,"@###### - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;",C.HS_batch_conf,['NH'],['NH'],['NH'],['95'],['94'],['90']
4,6,1990,"@###### - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;",C.OL_batch_conf,['OL'],['OL'],['OL'],['91'],['91'],['92']
5,1,1393,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['99', '96']","['99', '98']","['99', '95']"
5,1,1393,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '99']","['96', '99']","['99', '99']"
5,1,1393,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,C.HS_batch_conf,['NH'],['NH'],['NH'],['98'],['98'],['99']
5,1,1393,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['100']
5,2,915,Nigga Tyrese on Walking Dead is a bitch smh,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['93', '95']","['98', '97']","['96', '92']"
5,2,915,Nigga Tyrese on Walking Dead is a bitch smh,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['92', '96']","['92', '96']","['96', '95']"
5,2,915,Nigga Tyrese on Walking Dead is a bitch smh,C.HS_batch_conf,['NH'],['NH'],['NH'],['95'],['97'],['97']
5,2,915,Nigga Tyrese on Walking Dead is a bitch smh,C.OL_batch_conf,['OL'],['OL'],['OL'],['98'],['97'],['99']
5,3,1744,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['92', '98']","['92', '99']","['88', '98']"
5,3,1744,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['99', '99']","['99', '98']","['99', '99']"
5,3,1744,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['99'],['98']
5,3,1744,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,C.OL_batch_conf,['NO'],['NO'],['NO'],['96'],['93'],['93']
5,4,2146,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['98', '97']","['97', '95']","['98', '94']"
5,4,2146,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '96']","['85', '95']","['96', '99']"
5,4,2146,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,C.HS_batch_conf,['NH'],['NH'],['NH'],['72'],['88'],['86']
5,4,2146,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,C.OL_batch_conf,['OL'],['OL'],['OL'],['97'],['99'],['98']
5,5,2150,I bought a 357 and went back to the neighborhood and busted that bitch!,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '99']","['94', '99']","['97', '90']"
5,5,2150,I bought a 357 and went back to the neighborhood and busted that bitch!,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['96', '93']","['90', '94']","['92', '96']"
5,5,2150,I bought a 357 and went back to the neighborhood and busted that bitch!,C.HS_batch_conf,['NH'],['NH'],['NH'],['94'],['72'],['94']
5,5,2150,I bought a 357 and went back to the neighborhood and busted that bitch!,C.OL_batch_conf,['OL'],['OL'],['OL'],['92'],['92'],['94']
5,6,2667,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['89', '98']","['88', '97']","['94', '96']"
5,6,2667,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['97', '90']","['97', '92']","['97', '94']"
5,6,2667,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,C.HS_batch_conf,['NH'],['NH'],['NH'],['96'],['96'],['95']
5,6,2667,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,C.OL_batch_conf,['OL'],['OL'],['OL'],['93'],['91'],['93']
6,1,784,How filthy of a cunt is @###### to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['99', '98']","['99', '98']","['99', '98']"
6,1,784,How filthy of a cunt is @###### to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['99', '99']","['98', '99']","['99', '99']"
6,1,784,How filthy of a cunt is @###### to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,C.HS_batch_conf,['NH'],['NH'],['NH'],['96'],['98'],['99']
6,1,784,How filthy of a cunt is @###### to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['99']
6,2,1318,@###### I wonder if I have my very own NSA spook following me by now?,A_batch_conf,"['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['88', '95']","['90', '99']","['88', '95']"
6,2,1318,@###### I wonder if I have my very own NSA spook following me by now?,B_batch_conf,"['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['95', '70']","['95', '70']","['95', '70']"
6,2,1318,@###### I wonder if I have my very own NSA spook following me by now?,C.HS_batch_conf,['NH'],['NH'],['NH'],['98'],['96'],['98']
6,2,1318,@###### I wonder if I have my very own NSA spook following me by now?,C.OL_batch_conf,['NO'],['NO'],['NO'],['78'],['78'],['70']
6,3,1137,@###### interesting #hick,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['78', '96']","['72', '93']","['72', '93']"
6,3,1137,@###### interesting #hick,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '85']","['85', '80']","['85', '75']"
6,3,1137,@###### interesting #hick,C.HS_batch_conf,['NH'],['NH'],['NH'],['70'],['72'],['70']
6,3,1137,@###### interesting #hick,C.OL_batch_conf,['OL'],['OL'],['OL'],['92'],['88'],['88']
6,4,1364,RT @###### Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['97', '94']","['96', '95']","['96', '96']"
6,4,1364,RT @###### Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['99', '96']","['99', '96']","['98', '96']"
6,4,1364,RT @###### Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!,C.HS_batch_conf,['NH'],['NH'],['NH'],['96'],['96'],['96']
6,4,1364,RT @###### Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!,C.OL_batch_conf,['OL'],['OL'],['OL'],['96'],['96'],['96']
6,5,89,"""@###### I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['92', '96']","['78', '96']","['83', '97']"
6,5,89,"""@###### I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '88']","['98', '92']","['96', '90']"
6,5,89,"""@###### I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",C.HS_batch_conf,['NH'],['NH'],['NH'],['95'],['95'],['95']
6,5,89,"""@###### I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",C.OL_batch_conf,['OL'],['OL'],['OL'],['90'],['93'],['91']
6,6,1217,RT @###### @###### straight guys take a picture of themselves naked in a hot tun.What fags @###### @###### @######,A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['98', '72']","['99', '72']","['98', '72']"
6,6,1217,RT @###### @###### straight guys take a picture of themselves naked in a hot tun.What fags @###### @###### @######,B_batch_conf,"['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['70', '97']","['78', '96']","['78', '96']"
6,6,1217,RT @###### @###### straight guys take a picture of themselves naked in a hot tun.What fags @###### @###### @######,C.HS_batch_conf,['HS'],['HS'],['HS'],['88'],['86'],['88']
6,6,1217,RT @###### @###### straight guys take a picture of themselves naked in a hot tun.What fags @###### @###### @######,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['98'],['98']
7,1,2856,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['78', '96']","['85', '95']","['82', '96']"
7,1,2856,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['94', '72']","['94', '76']","['95', '82']"
7,1,2856,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",C.HS_batch_conf,['NH'],['NH'],['NH'],['92'],['91'],['92']
7,1,2856,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",C.OL_batch_conf,['OL'],['OL'],['OL'],['93'],['93'],['92']
7,2,757,RT @###### Lmao you gotta chill RT @###### You bitches still fat,A_batch_conf,"['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '98']","['98', '97']","['94', '99']"
7,2,757,RT @###### Lmao you gotta chill RT @###### You bitches still fat,B_batch_conf,"['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['98', '95']","['98', '96']","['99', '96']"
7,2,757,RT @###### Lmao you gotta chill RT @###### You bitches still fat,C.HS_batch_conf,['NH'],['NH'],['NH'],['99'],['99'],['96']
7,2,757,RT @###### Lmao you gotta chill RT @###### You bitches still fat,C.OL_batch_conf,['OL'],['OL'],['OL'],['99'],['99'],['99']
7,3,2114,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",A_batch_conf,"['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['97', '88']","['95', '72']","['93', '78']"
