batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score,R1_Token1,R1_Token2,R1_Token3,R1_Token4,R1_Token5,R2_Token1,R2_Token2,R2_Token3,R2_Token4,R2_Token5,R3_Token1,R3_Token2,R3_Token3,R3_Token4,R3_Token5
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.OL_conf,NO92,NO92,NO92,['NO'],['NO'],['NO'],['92'],['92'],['92'],"NO   -0.000221
dtype: float64","92   -1.059093
87   -1.809093
86   -2.059093
88   -2.059093
82   -2.809093
dtype: float64",,,,"NO   -0.000221
dtype: float64","92   -1.059093
87   -1.809093
86   -2.059093
88   -2.059093
82   -2.809093
dtype: float64",,,,"NO   -0.000004
dtype: float64","92   -0.735638
93   -1.735638
94   -1.985638
91   -2.735638
88   -3.485638
dtype: float64",,,
1,3,2098,@###### @###### there isn't a green one either. There's red and yellow in that pic...,C.HS_conf,NH95,NH96,NH97,['NH'],['NH'],['NH'],['95'],['96'],['97'],"NH    0.000023
dtype: float64","96   -0.817848
97   -1.567848
95   -1.567848
98   -2.567848
94   -3.067848
dtype: float64",,,,"NH   -0.000004
dtype: float64","96   -0.894985
95   -1.144985
97   -1.894985
98   -2.894985
94   -3.144985
dtype: float64",,,,"NH   -0.000107
dtype: float64","96   -0.900719
95   -1.400719
97   -1.650719
98   -2.650719
94   -2.900719
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,A_conf,"OL92, NH96","OL85, NH92","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['92', '96']","['85', '92']","['90', '95']","OL   -0.000015
dtype: float64","85   -0.980606
90   -1.230606
92   -1.980606
95   -2.230606
87   -4.230606
dtype: float64",",   -0.000015
dtype: float64"," NH   -0.023373
 HS   -3.773373
dtype: float64","88   -1.126041
96   -1.376041
95   -2.376041
90   -2.626041
86   -2.751041
dtype: float64","OL    0.000038
dtype: float64","85   -0.566662
90   -1.566662
92   -2.066662
95   -3.066662
88   -4.566662
dtype: float64",",    0.000023
dtype: float64"," NH   -0.038273
 HS   -3.288273
dtype: float64","90   -0.56411
92   -1.56411
95   -1.81411
96   -4.56411
88   -4.68911
dtype: float64","OL   -0.000065
dtype: float64","90   -0.706367
85   -0.956367
95   -2.706367
92   -3.706367
80   -4.706367
dtype: float64",",    0.000023
dtype: float64"," NH   -0.029915
 HS   -3.529915
dtype: float64","95   -0.470657
85   -1.845657
92   -2.845657
96   -2.845657
90   -2.970657
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,B_conf,"NH95, OL92","NH20, OL95","HS80, OL90","['NH', 'OL']","['NH', 'OL']","['HS', 'OL']","['95', '92']","['20', '95']","['80', '90']","NH   -0.05022
HS   -3.05022
dtype: float64","95   -1.169693
92   -1.419693
90   -1.919693
85   -2.419693
96   -2.919693
dtype: float64",",   -0.000031
dtype: float64"," OL    0.000027
dtype: float64","92   -0.996758
85   -1.496758
90   -1.746758
88   -2.121758
78   -3.621758
dtype: float64","NH   -0.051533
HS   -3.051533
dtype: float64","95   -1.188625
90   -1.438625
92   -2.188625
85   -2.188625
10   -2.688625
dtype: float64",",   -0.000015
dtype: float64"," OL   -0.000038
dtype: float64","95   -0.426033
92   -1.551033
96   -3.051033
90   -3.551033
93   -4.051033
dtype: float64","HS   -0.022652
NH   -4.022652
dtype: float64","70   -1.210327
60   -1.210327
40   -1.960327
80   -2.210327
50   -3.460327
dtype: float64",",   -0.000053
dtype: float64"," OL    0.000004
dtype: float64","90   -0.416714
95   -1.666714
85   -1.916714
dtype: float64"
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.OL_conf,OL92,OL93,OL92,['OL'],['OL'],['OL'],['92'],['93'],['92'],"OL   -0.000416
dtype: float64","92   -1.151669
93   -1.651669
94   -1.901669
96   -2.151669
95   -2.151669
dtype: float64",,,,"OL   -0.00016
dtype: float64","92   -0.96077
93   -1.96077
94   -1.96077
95   -2.21077
96   -2.46077
dtype: float64",,,,"OL   -0.00016
dtype: float64","92   -0.96077
93   -1.96077
94   -1.96077
95   -2.21077
96   -2.46077
dtype: float64",,,
1,4,2349,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,C.HS_conf,NH84,NH86,NH87,['NH'],['NH'],['NH'],['84'],['86'],['87'],"NH   -0.127628
HS   -2.127628
dtype: float64","86   -1.076817
84   -2.076817
87   -2.326817
88   -2.326817
78   -2.826817
dtype: float64",,,,"NH   -0.252701
HS   -1.502701
dtype: float64","86   -1.351482
84   -2.101482
87   -2.101482
88   -2.101482
78   -2.851482
dtype: float64",,,,"NH   -0.160896
HS   -1.910896
dtype: float64","86   -1.131325
88   -1.881325
84   -2.131325
87   -2.381325
85   -2.881325
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,A_conf,"OL100, NH99","OL100, NH96","OL100, NH99","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '99']","['100', '96']","['100', '99']","OL    0.00005
dtype: float64","100   -0.969093
95    -1.469093
98    -1.969093
99    -1.969093
96    -2.719093
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000042
dtype: float64","99   -0.936863
96   -1.686863
98   -1.686863
95   -2.186863
97   -2.436863
dtype: float64","OL   -0.000023
dtype: float64","95    -0.934135
100   -1.684135
99    -1.934135
98    -2.184135
96    -2.434135
dtype: float64",",    0.000027
dtype: float64"," NH   -0.000019
dtype: float64","96   -1.210033
95   -1.710033
98   -1.835033
99   -1.960033
97   -2.210033
dtype: float64","OL    0.000038
dtype: float64","95    -0.823895
98    -1.573895
99    -2.073895
100   -2.323895
96    -2.573895
dtype: float64",",   -0.000065
dtype: float64"," NH    0.000008
dtype: float64","99   -1.018444
98   -1.268444
96   -1.893444
95   -2.143444
97   -2.643444
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,B_conf,"NH95, OL99","NH95, OL99","NH70, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '99']","['95', '99']","['70', '95']","NH   -0.000046
dtype: float64","95   -0.363476
90   -2.113476
92   -3.363476
10   -3.363476
85   -3.613476
dtype: float64",",   -0.000015
dtype: float64"," OL   -0.000008
dtype: float64","98    -0.736687
99    -1.236687
100   -1.736687
96    -3.736687
97    -3.861687
dtype: float64","NH   -0.00008
dtype: float64","95   -0.954536
90   -2.204536
10   -2.204536
92   -2.454536
5    -2.704536
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000023
dtype: float64","98    -0.641346
99    -1.141346
100   -2.141346
96    -4.141346
97    -4.141346
dtype: float64","NH   -0.000046
dtype: float64","95   -0.630207
90   -1.630207
85   -2.380207
10   -2.880207
92   -3.630207
dtype: float64",",    0.000061
dtype: float64"," OL   -0.000015
dtype: float64","95   -0.794979
98   -1.294979
96   -1.919979
99   -2.919979
97   -3.294979
dtype: float64"
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.OL_conf,OL98,OL98,OL99,['OL'],['OL'],['OL'],['98'],['98'],['99'],"OL   -0.000061
dtype: float64","98   -0.561947
99   -1.561947
97   -1.811947
96   -3.061947
dtype: float64",,,,"OL    0.000046
dtype: float64","97   -1.171116
98   -1.171116
96   -1.421116
99   -2.671116
95   -2.921116
dtype: float64",,,,"OL    0.000046
dtype: float64","97   -1.171116
98   -1.171116
96   -1.421116
99   -2.671116
95   -2.921116
dtype: float64",,,
1,5,1371,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol,C.HS_conf,NH86,NH88,NH92,['NH'],['NH'],['NH'],['86'],['88'],['92'],"NH   -0.000183
dtype: float64","86   -1.244164
88   -1.744164
84   -2.494164
85   -2.494164
78   -2.494164
dtype: float64",,,,"NH   -0.000214
dtype: float64","92   -1.367134
86   -1.617134
88   -1.617134
87   -2.617134
93   -3.117134
dtype: float64",,,,"NH   -0.000214
dtype: float64","92   -1.367134
86   -1.617134
88   -1.617134
87   -2.617134
93   -3.117134
dtype: float64",,,
1,6,2528,Fuck that shit I'm out this bitch,A_conf,"OL99, NH96","OL99, NH98","OL100, NH99","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['99', '96']","['99', '98']","['100', '99']","OL   -0.000011
dtype: float64","99    -0.623692
100   -0.873692
98    -3.123692
dtype: float64",",    0.000038
dtype: float64"," NH    0.000004
dtype: float64","98   -0.674038
99   -1.174038
96   -2.674038
95   -2.674038
97   -3.174038
dtype: float64","OL   -0.000011
dtype: float64","99    -0.623692
100   -0.873692
98    -3.123692
dtype: float64",",    0.000038
dtype: float64"," NH    0.000004
dtype: float64","98   -0.674038
99   -1.174038
96   -2.674038
95   -2.674038
97   -3.174038
dtype: float64","OL   -0.000011
dtype: float64","99    -0.623692
100   -0.873692
98    -3.123692
dtype: float64",",   -0.000008
dtype: float64"," NH    0.000011
dtype: float64","99    -0.109135
98    -2.609135
100   -3.859135
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,B_conf,"NH5, OL99","NH95, OL100","NH5, OL99","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['5', '99']","['95', '100']","['5', '99']","NH   -0.00008
dtype: float64","5    -0.444977
95   -1.944977
10   -2.444977
99   -2.694977
90   -4.444977
dtype: float64",",    0.0
dtype: float64"," OL    0.000019
dtype: float64","99    -0.504704
100   -1.004704
98    -3.504704
dtype: float64","NH   -0.000053
dtype: float64","95    -0.406059
99    -2.156059
90    -2.906059
100   -2.906059
10    -3.156059
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000042
dtype: float64","100   -0.143372
99    -2.143372
dtype: float64","NH   -0.000008
dtype: float64","5    -0.833965
10   -1.083965
95   -2.083965
90   -3.583965
20   -3.583965
dtype: float64",",    0.00005
dtype: float64"," OL    0.000019
dtype: float64","99    -0.592869
100   -0.842869
dtype: float64"
1,6,2528,Fuck that shit I'm out this bitch,C.OL_conf,OL99,OL99,OL100,['OL'],['OL'],['OL'],['99'],['99'],['100'],"OL    0.000015
dtype: float64","99    -0.145119
100   -2.395119
98    -3.145119
dtype: float64",,,,"OL   -0.000027
dtype: float64","99    -0.598045
100   -0.848045
98    -3.848045
dtype: float64",,,,"OL   -0.00008
dtype: float64","100   -0.483047
99    -0.983047
dtype: float64",,,
1,6,2528,Fuck that shit I'm out this bitch,C.HS_conf,NH95,NH90,NH92,['NH'],['NH'],['NH'],['95'],['90'],['92'],"NH   -0.000046
dtype: float64","92   -0.703682
93   -1.953682
95   -1.953682
96   -3.203682
88   -3.328682
dtype: float64",,,,"NH   -0.00008
dtype: float64","92   -0.546783
95   -2.171783
93   -2.671783
85   -3.046783
90   -3.046783
dtype: float64",,,,"NH   -0.000046
dtype: float64","92   -0.703682
93   -1.953682
95   -1.953682
96   -3.203682
88   -3.328682
dtype: float64",,,
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,A_conf,"OL90, NH95","OL92, NH96","OL92, NH96","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['92', '96']","['92', '96']","OL    0.0
dtype: float64","95   -0.619976
92   -1.369976
90   -2.119976
85   -3.119976
96   -4.369976
dtype: float64",",    0.000019
dtype: float64"," NH   -0.000019
dtype: float64","95   -0.098068
98   -3.598068
96   -3.848068
99   -4.473068
85   -4.598068
dtype: float64","OL    0.0
dtype: float64","95   -0.619976
92   -1.369976
90   -2.119976
85   -3.119976
96   -4.369976
dtype: float64",",    0.000008
dtype: float64"," NH    0.000031
dtype: float64","96   -0.787712
98   -1.287712
97   -2.037712
95   -2.412712
99   -3.662712
dtype: float64","OL    0.0
dtype: float64","95   -0.619976
92   -1.369976
90   -2.119976
85   -3.119976
96   -4.369976
dtype: float64",",    0.000008
dtype: float64"," NH    0.000031
dtype: float64","96   -0.787712
98   -1.287712
97   -2.037712
95   -2.412712
99   -3.662712
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,B_conf,"NH92, OL89","NH99, OL84","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['92', '89']","['99', '84']","['90', '95']","NH   -0.00005
dtype: float64","95   -0.314552
90   -1.814552
92   -3.564552
85   -3.564552
99   -4.314552
dtype: float64",",   -0.000053
dtype: float64"," OL    0.000034
dtype: float64","96   -1.114254
88   -1.614254
94   -2.114254
89   -2.864254
86   -2.864254
dtype: float64","NH   -0.00005
dtype: float64","95   -0.314552
90   -1.814552
92   -3.564552
85   -3.564552
99   -4.314552
dtype: float64",",    0.000019
dtype: float64"," OL   -0.000008
dtype: float64","92   -0.761581
93   -2.011581
94   -2.136581
91   -2.636581
96   -2.761581
dtype: float64","NH   -0.000217
dtype: float64","95   -0.215508
90   -1.965508
99   -3.465508
85   -4.965508
dtype: float64",",   -0.000053
dtype: float64"," OL    0.000019
dtype: float64","95   -0.912384
92   -1.537384
85   -2.037384
93   -3.162384
90   -3.162384
dtype: float64"
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.OL_conf,OL98,OL98,OL92,['OL'],['OL'],['OL'],['98'],['98'],['92'],"OL   -0.000046
dtype: float64","94   -1.699497
92   -1.699497
95   -1.699497
96   -1.949497
93   -2.199497
dtype: float64",,,,"OL   -0.000038
dtype: float64","92   -1.55529
93   -1.80529
94   -1.80529
96   -1.80529
95   -1.80529
dtype: float64",,,,"OL   -0.000046
dtype: float64","94   -1.699497
92   -1.699497
95   -1.699497
96   -1.949497
93   -2.199497
dtype: float64",,,
2,1,157,@###### &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,C.HS_conf,NH84,NH93,NH85,['NH'],['NH'],['NH'],['84'],['93'],['85'],"NH   -0.000122
dtype: float64","92   -1.0891
86   -1.8391
88   -1.8391
85   -2.3391
93   -2.8391
dtype: float64",,,,"NH   -0.000122
dtype: float64","92   -1.0891
86   -1.8391
88   -1.8391
85   -2.3391
93   -2.8391
dtype: float64",,,,"NH   -0.000103
dtype: float64","92   -1.182091
88   -1.682091
86   -1.807091
85   -2.307091
93   -2.932091
dtype: float64",,,
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,A_conf,"OL100, HS92","OL100, HS92","OL98, HS92","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '92']","['100', '92']","['98', '92']","OL   -0.000053
dtype: float64","100   -0.096581
99    -2.846581
98    -3.846581
dtype: float64",",    0.000008
dtype: float64"," HS   -0.000027
dtype: float64","92   -0.711895
95   -1.211895
96   -2.836895
94   -3.336895
93   -3.711895
dtype: float64","OL   -0.000053
dtype: float64","100   -0.096581
99    -2.846581
98    -3.846581
dtype: float64",",    0.000008
dtype: float64"," HS   -0.000027
dtype: float64","92   -0.711895
95   -1.211895
96   -2.836895
94   -3.336895
93   -3.711895
dtype: float64","OL   -0.000011
dtype: float64","100   -0.979439
98    -1.229439
99    -1.729439
95    -2.479439
97    -3.229439
dtype: float64",",   -0.000015
dtype: float64"," HS   -0.00008
dtype: float64","92   -0.464016
96   -1.964016
95   -2.464016
94   -2.714016
93   -3.464016
dtype: float64"
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,B_conf,"HS85, OL95","HS95, OL99","HS90, OL95","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['85', '95']","['95', '99']","['90', '95']","HS    0.000046
dtype: float64","100   -0.551456
95    -1.301456
90    -2.051456
85    -4.301456
dtype: float64",",   -0.000065
dtype: float64"," OL    0.000019
dtype: float64","98    -0.997213
95    -1.122213
100   -1.622213
99    -2.622213
97    -3.872213
dtype: float64","HS    0.000015
dtype: float64","100   -0.270084
95    -1.520084
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000008
dtype: float64","100   -0.824677
98    -1.074677
99    -1.574677
dtype: float64","HS   -0.000015
dtype: float64","100   -0.343971
95    -1.593971
90    -2.593971
dtype: float64",",    0.000008
dtype: float64"," OL   -0.000027
dtype: float64","95    -0.641521
100   -1.141521
98    -2.141521
99    -3.516521
dtype: float64"
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,C.OL_conf,OL99,OL99,OL99,['OL'],['OL'],['OL'],['99'],['99'],['99'],"OL   -0.000038
dtype: float64","99    -0.13945
100   -2.13945
dtype: float64",,,,"OL   -0.000057
dtype: float64","99    -0.391453
100   -1.141453
dtype: float64",,,,"OL   -0.00005
dtype: float64","99    -0.169689
100   -1.919689
dtype: float64",,,
2,2,1342,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,C.HS_conf,HS95,HS92,HS96,['HS'],['HS'],['HS'],['95'],['92'],['96'],"HS    0.000034
dtype: float64","96   -0.957375
95   -1.457375
97   -1.707375
94   -2.207375
98   -2.957375
dtype: float64",,,,"HS   -0.000011
dtype: float64","96   -1.367565
95   -1.367565
94   -1.617565
92   -2.117565
97   -2.367565
dtype: float64",,,,"HS   -0.00005
dtype: float64","96   -1.139301
95   -1.139301
97   -1.889301
94   -2.139301
98   -3.139301
dtype: float64",,,
2,3,1785,Thou shall not mock Ryan(the future)Kelly,A_conf,"NO90, NH95","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '95']","NO   -0.202721
OL   -1.702721
dtype: float64","90   -0.545372
95   -1.045372
92   -3.295372
85   -4.545372
99   -4.795372
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000015
dtype: float64","95   -0.050175
98   -3.675175
90   -4.175175
dtype: float64","NO   -0.127819
OL   -2.127819
dtype: float64","95   -0.663418
90   -0.913418
92   -3.163418
85   -4.413418
99   -4.663418
dtype: float64",",    0.000023
dtype: float64"," NH   -0.000023
dtype: float64","95   -0.091091
98   -2.966091
90   -4.341091
96   -4.716091
dtype: float64","NO   -0.202721
OL   -1.702721
dtype: float64","90   -0.545372
95   -1.045372
92   -3.295372
85   -4.545372
99   -4.795372
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000015
dtype: float64","95   -0.050175
98   -3.675175
90   -4.175175
dtype: float64"
2,3,1785,Thou shall not mock Ryan(the future)Kelly,B_conf,"NH98, NO95","NH98, NO99","NH95, NO95","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['98', '95']","['98', '99']","['95', '95']","NH   -0.000019
dtype: float64","99   -0.602737
98   -1.352737
95   -2.102737
96   -3.602737
97   -3.852737
dtype: float64",",   -0.000019
dtype: float64"," NO   -0.000183
dtype: float64","99   -0.472843
95   -1.972843
96   -2.472843
98   -2.472843
97   -3.472843
dtype: float64","NH   -0.000038
dtype: float64","99    -0.717083
98    -1.217083
95    -1.967083
100   -3.467083
96    -3.842083
dtype: float64",",   -0.000008
dtype: float64"," NO   -0.000076
dtype: float64","99   -0.438358
95   -2.188358
96   -2.438358
98   -2.438358
97   -3.188358
dtype: float64","NH    0.000004
dtype: float64","99   -0.714359
98   -1.214359
95   -1.964359
96   -3.464359
97   -3.464359
dtype: float64",",   -0.000015
dtype: float64"," NO   -0.000057
dtype: float64","95   -0.122906
98   -3.122906
99   -3.372906
90   -3.622906
dtype: float64"
